YFL021W	YDR520C	YCR096C	YML113W	YJL110C	YCR040W	YKR034W	YPR199C	YER040W	YDL170W	YCR039C	YGL001C	YER190W	YDR084C	YER189W	YIR029W	YDL210W	YCR041W	YMR193W	YHR091C	YNL338W	YDR544C	YDR545W	YNL339C	YCR018CA	YCR019W	YNL337W	YER002W	YGR019W	YEL063C	YKR039W	YBL109W	YBL112C	YHR156C	YHR157W	YBL113C	YLR023C	YDR041W	YBL111C	YLR467W	YLR465C	YLR463C	YDR040C	YDR543C	YDR210WD	YCR105W	YNR068C	YBL018C	YNL143C	YHR037W	YBR006W	YIR005W	YDR210W	YIR032C	YNL142W	YBR208C	YMR257C	YHR029C	YOR348C	YOR375C	YBR102C	YIR028W	YBR166C	YBR103W	YLR082C	YLR142W	YHL016C	YKL178C	YMR098C	YIR031C	YJR110W	YJR109C	YMR087W	YMR086CA	YKR093W	YDR067C	YDR068W	YJL088W	YDR522C	YDR317W	YGR072W	YGR071C	YDR473C	YLR047C	YLR048W	YOL159C	YGR296W	YNL241C	YLL065W	YJR044C	YJR011C	YMR258C	YLR439W	YLL048C	YKL049C	YDR319C	YOR102W	YLR054C	YAL025C	YOL042W
0.6978285	0.5195070	0.6139552	0.8664421	0.1354592	0.7575510	0.2380318	0.6442765	0.5496357	0.3361340	0.5250932	0.4440336	0.8225736	0.6185687	0.0349859	0.6222108	0.0170282	0.5345506	0.5358697	0.3653592	0.4649750	0.0524431	0.1404432	0.2006139	0.4970597	0.0415954	0.1276252	0.2111387	0.4749447	0.2759784	0.4214447	0.2315635	0.0182053	0.4358164	0.0970161	0.3605915	0.2484425	0.6403381	0.4535618	0.1199730	0.6158116	0.5885622	0.2514210	0.7245988	0.7044066	0.4319415	0.2947258	0.0198954	0.1002064	0.6268276	0.5977149	0.3488505	0.0542206	0.7094566	0.3566197	0.3426115	0.6666813	0.4251428	0.2251618	0.1794096	0.0637194	0.6600801	0.4246369	0.0287599	0.7129664	0.1430354	0.6309867	0.0079631	0.4341430	0.6721570	0.2001154	0.6310539	0.5182263	0.6417639	0.0319451	0.7542057	0.0003760	0.0323868	0.0028719	0.3222701	0.6117117	0.5278352	0.1285833	0.1471648	0.1698677	0.0982761	0.0000000	0.1451024	0.1277272	0.2187788	0.0203867	0.1474349	0.0339219	0.1416099	0.5640481	0.4786682	0.6182731	0.3736982	0.4651913	0.5979085
0.6674476	0.7215019	0.5029652	0.3561606	0.5640364	0.4392059	0.5265053	0.6946523	0.7058835	0.1198964	0.5548944	0.0295177	0.0642533	0.4192068	0.1344425	0.7007252	0.1201443	0.0343823	0.3206531	0.0012315	0.2321525	0.0153960	0.2965996	0.4026138	0.6062740	0.3200981	0.5832858	0.1415766	0.6530213	0.1624437	0.3584662	0.0096415	0.1046190	0.4711314	0.1834132	0.7128622	0.1845657	0.6913753	0.0065953	0.3912024	0.6249736	0.3031395	0.0341764	0.5227924	0.6605042	0.6468022	0.1859063	0.2385963	0.0959266	0.8367798	0.3694815	0.2604515	0.0658345	0.4837585	0.0000000	0.3890218	0.6766686	0.4453234	0.1552601	0.2703658	0.4847209	0.2269961	0.6952378	0.0068429	0.6565891	0.5270296	0.0501402	0.0062202	0.8717180	0.2502628	0.1902258	0.5260782	0.6475913	0.6594142	0.0145165	0.5500054	0.0543390	0.0227567	0.0571914	0.3696493	0.6294610	0.2880304	0.6630303	0.5493427	0.3123343	0.0719782	0.0002035	0.3829921	0.0043344	0.3877907	0.0052523	0.3766735	0.3813436	0.0467136	0.0000000	0.5360819	0.6519284	0.3777746	0.4126918	0.1507350
0.4974298	0.6662260	0.6549202	0.7131842	0.1064206	0.3233359	0.2624071	0.2862807	0.6878412	0.1877703	0.6275707	0.5379842	0.1025317	0.8904617	0.0167912	0.5488058	0.0489395	0.2067788	0.4685991	0.0013778	0.3798658	0.0794562	0.3902218	0.1138729	0.6926417	0.0754201	0.5806686	0.4443959	0.6301238	0.2823357	0.1922979	0.3350866	0.2992684	0.1262821	0.5704490	0.3218039	0.6933153	0.5296126	0.3383392	0.1940426	0.5663093	0.0050888	0.4823882	0.6883169	0.3345402	0.0270705	0.5332484	0.3940728	0.0922946	0.5087843	0.1924229	0.3735439	0.0510917	0.5415296	0.7772409	0.4610313	0.2569139	0.1960467	0.6617655	0.0000606	0.7082464	0.4715204	0.2393982	0.3190403	0.0700203	0.6555902	0.6071487	0.1510477	0.2950547	0.3370547	0.2149868	0.5420604	0.4381939	0.0068383	0.0304731	0.5788142	0.0697999	0.0607321	0.0000000	0.2803511	0.6153250	0.5549537	0.1293301	0.1698057	0.4987791	0.6153653	0.0151316	0.0188004	0.5001320	0.7041530	0.0298201	0.0940088	0.0947363	0.0448459	0.2611283	0.6595115	0.5913730	0.6060030	0.5848224	0.5827295
0.6242775	0.5324801	0.1415693	0.7602605	0.5217750	0.6712798	0.7855629	0.4392007	0.3088461	0.2973297	0.4925440	0.0000000	0.6329236	0.3163061	0.4021266	0.4843974	0.3862213	0.1279652	0.4590235	0.3699840	0.1785746	0.0944229	0.0952407	0.6271956	0.6606969	0.1480302	0.2592627	0.2334149	0.6574099	0.6767805	0.0821508	0.0036180	0.1380761	0.4896391	0.6663214	0.6408546	0.5260568	0.6662454	0.7166336	0.5371687	0.7513231	0.0794314	0.5840478	0.3498982	0.7064805	0.1018480	0.5520967	0.3283462	0.0007577	0.4411384	0.1087747	0.6078101	0.2417314	0.6389457	0.0000000	0.0791294	0.5499718	0.6940514	0.0511787	0.3640575	0.0287231	0.2896709	0.1410163	0.5094350	0.6139395	0.3624080	0.6653469	0.4011871	0.6620373	0.0456139	0.1738434	0.4013261	0.6238899	0.1487844	0.2086766	0.6420209	0.0469662	0.0010442	0.1624210	0.1116049	0.6978088	0.3816590	0.5823624	0.3457672	0.0399909	0.2928545	0.0001257	0.3747969	0.1090399	0.2287724	0.0145983	0.0330773	0.1916275	0.0000000	0.0803392	0.8068710	0.4981930	0.7833673	0.2537132	0.1167690
0.5664994	0.5806698	0.6699742	0.5466106	0.1370127	0.7564511	0.2376927	0.5054659	0.7610974	0.1793499	0.5161461	0.0374732	0.6248105	0.6217646	0.0409135	0.4325851	0.6158481	0.1393293	0.2896804	0.0266302	0.1089280	0.0009129	0.3684091	0.7635818	0.5745521	0.0696330	0.5559626	0.0000000	0.5271336	0.4210192	0.5248104	0.2216393	0.4431278	0.4567904	0.6058933	0.4311170	0.6072225	0.2981779	0.2904772	0.3889212	0.8172615	0.0036977	0.4614824	0.3549784	0.3004892	0.5965250	0.5637132	0.1243046	0.1040673	0.5482625	0.6245726	0.1877439	0.0866982	0.6357263	0.2705492	0.4280269	0.7309469	0.1481877	0.2507908	0.3469576	0.1275855	0.4853744	0.7426083	0.1060620	0.6540743	0.0000000	0.3863276	0.0006572	0.2426371	0.7039219	0.2363006	0.5875540	0.5787328	0.5563651	0.0060051	0.5882981	0.0557493	0.0000656	0.0006359	0.3466286	0.5872153	0.5637132	0.6870887	0.3071179	0.2466153	0.4640961	0.0009041	0.2677070	0.0515141	0.6050164	0.0007306	0.2585587	0.2455109	0.6563587	0.6000150	0.6918653	0.6960937	0.4259714	0.5807170	0.6936608
0.6292034	0.4998053	0.1303932	0.5066533	0.6352725	0.6225261	0.3779544	0.6745721	0.4880928	0.0000000	0.7599477	0.6494290	0.4629721	0.5385254	0.4562381	0.6284561	0.7602025	0.0971615	0.0000000	0.0016124	0.6858065	0.3571086	0.0011275	0.2173420	0.7481797	0.2906447	0.1129935	0.1466293	0.4780912	0.6205314	0.0004043	0.6850945	0.3811636	0.5242127	0.0000000	0.0000000	0.5574205	0.5539019	0.0505714	0.3070995	0.3658601	0.2215159	0.5046512	0.4500325	0.3842053	0.2961121	0.2377874	0.2981508	0.0627136	0.6039816	0.0000000	0.4179671	0.0015334	0.1988811	0.0383500	0.6102191	0.6801889	0.5206536	0.1703213	0.2346649	0.4651894	0.6081871	0.6362202	0.0000000	0.5449288	0.6880200	0.5110540	0.2787923	0.0734463	0.3467684	0.0000000	0.5353707	0.5846292	0.5142745	0.0734798	0.6773174	0.0608383	0.0427357	0.0447939	0.0000000	0.0541748	0.4586867	0.2638805	0.5838778	0.1870044	0.5435054	0.0000000	0.7477958	0.0788720	0.5218962	0.0176502	0.0456459	0.3926119	0.0003738	0.4738126	0.5953081	0.6473141	0.6014002	0.6943056	0.5208061
0.6436073	0.4574196	0.3776432	0.6527802	0.3010311	0.7434371	0.2713507	0.2910117	0.7763592	0.4378553	0.4084560	0.3177416	0.2615043	0.2375395	0.4534152	0.5600962	0.6437293	0.0421682	0.2581482	0.3922159	0.0255036	0.0987294	0.4399061	0.6579962	0.6313852	0.1470001	0.6594479	0.1619921	0.6869801	0.2585373	0.3252109	0.1343898	0.0860685	0.1228169	0.2996953	0.0469564	0.5990275	0.6635238	0.7194915	0.1611085	0.6614864	0.6330782	0.5061995	0.6932695	0.7016991	0.5999368	0.5425811	0.0000307	0.0012765	0.5847730	0.2364284	0.2514966	0.1632262	0.1161468	0.5996083	0.3678730	0.3398890	0.2018339	0.2641923	0.3401265	0.0186131	0.4827468	0.2911374	0.3910436	0.7280479	0.5575110	0.4094519	0.5102073	0.6381836	0.4969656	0.2092650	0.6318703	0.5492621	0.6737594	0.0072526	0.7066688	0.0004682	0.0355938	0.0354088	0.5403932	0.7101396	0.5173488	0.7545857	0.2320682	0.5875119	0.6386042	0.0162806	0.1905557	0.2014645	0.6896353	0.0159792	0.1518391	0.1486966	0.2369092	0.3282363	0.6839563	0.7489532	0.5403412	0.6211488	0.3908598
0.7140607	0.4456427	0.2088744	0.6923348	0.1429160	0.3997725	0.2416602	0.5939952	0.7367146	0.3975693	0.2499924	0.4547400	0.5424850	0.6489754	0.4269593	0.3974782	0.6455320	0.4857774	0.3230712	0.0046828	0.5894551	0.0031243	0.4032071	0.1203136	0.7005476	0.2827132	0.5825400	0.4306939	0.5707973	0.6919472	0.0655326	0.0756173	0.2727440	0.0000000	0.4423240	0.6030690	0.1253507	0.3128820	0.5019356	0.1686158	0.8075918	0.0278792	0.5935022	0.5916996	0.5929142	0.2801729	0.3269878	0.0247969	0.1233321	0.5054841	0.0596783	0.2679910	0.0052123	0.0598571	0.6640555	0.3584431	0.3979908	0.3500537	0.2323730	0.2593923	0.0200640	0.7017087	0.6051623	0.4157831	0.6574962	0.2282997	0.3836397	0.0051423	0.2577065	0.4160385	0.2011976	0.5157801	0.5011783	0.7862671	0.0243915	0.6548507	0.0004745	0.0000000	0.0139240	0.2787379	0.0000000	0.5746587	0.6206873	0.2206444	0.3511751	0.2137975	0.0397065	0.1822748	0.3123787	0.4962885	0.0101161	0.0684759	0.3661098	0.4632008	0.0000000	0.7437219	0.5763605	0.5711752	0.6051114	0.6399509
0.5676985	0.6038683	0.2530609	0.6681059	0.5954606	0.3287699	0.5750799	0.4805011	0.7579953	0.2783022	0.5013262	0.3399026	0.6346443	0.3436643	0.3124643	0.5594408	0.5998722	0.4789664	0.2516815	0.0000250	0.0913401	0.0033734	0.3515730	0.6583016	0.5670144	0.5047307	0.1643593	0.2984437	0.6263477	0.7170604	0.1273643	0.1491389	0.2634810	0.2301067	0.5807640	0.6685730	0.5551102	0.6896835	0.0344414	0.0928504	0.7967897	0.4552170	0.4970350	0.1717715	0.5449173	0.1230416	0.5194401	0.5065994	0.0851684	0.5785529	0.4562957	0.3569029	0.0205294	0.8238849	0.6289960	0.2373739	0.5109742	0.6245759	0.1784218	0.0238593	0.7858982	0.2085775	0.6878393	0.2305334	0.1751298	0.4793893	0.4479260	0.7642540	0.0761901	0.6164067	0.2418924	0.6838098	0.5724074	0.1581798	0.0626436	0.6656144	0.0025137	0.0457837	0.0613303	0.4916865	0.5964565	0.4650939	0.1314065	0.2014460	0.4319140	0.0759000	0.0302686	0.6204571	0.2741717	0.2717074	0.0211313	0.2208053	0.5336338	0.0889752	0.2232845	0.5390365	0.6809442	0.5995921	0.1795025	0.0000000
0.6726863	0.5251112	0.3104204	0.7333914	0.6792317	0.4686382	0.7125088	0.6893643	0.5625895	0.3250660	0.5976642	0.0526951	0.3042735	0.0926479	0.0009270	0.5201785	0.6506497	0.0094108	0.3433350	0.3392951	0.3235552	0.0726212	0.0814723	0.6610267	0.5970838	0.1874166	0.1422861	0.0895486	0.5075043	0.6127438	0.0032937	0.0966063	0.2107855	0.0015155	0.7201701	0.6184361	0.2853232	0.3304864	0.1092120	0.1582196	0.6789554	0.5969055	0.0438952	0.4876703	0.1987283	0.5674982	0.3776637	0.4419187	0.1201967	0.6410452	0.4949207	0.1342988	0.0002078	0.4520373	0.6782543	0.3070994	0.7211262	0.3833362	0.5387195	0.0000000	0.7330620	0.0102665	0.4618259	0.1003526	0.4751914	0.5791280	0.1958644	0.7449614	0.0420100	0.6736044	0.1446316	0.5777534	0.5653193	0.4059435	0.0773417	0.6268925	0.0476378	0.0000606	0.0011190	0.2998373	0.4154836	0.5023245	0.4303893	0.1834860	0.4795233	0.1026544	0.0132157	0.3629695	0.2598652	0.7576920	0.0165719	0.1223155	0.5269703	0.0026076	0.2464442	0.5409024	0.6721532	0.3893765	0.0529189	0.2471184
0.7128342	0.5840380	0.1665656	0.6352939	0.5296312	0.6349838	0.6390809	0.2124850	0.5576518	0.4788109	0.6864194	0.0000000	0.2042709	0.3439820	0.1476850	0.5690561	0.3573328	0.3866589	0.3685591	0.3514923	0.5096337	0.0002790	0.0503746	0.2337638	0.6068592	0.1327163	0.5743255	0.2423720	0.6660273	0.3998662	0.0013880	0.0012943	0.2232718	0.3113455	0.7326236	0.5393874	0.6772993	0.2737531	0.4308722	0.1410985	0.7394414	0.3408379	0.5787105	0.5319134	0.6065880	0.3129484	0.5628777	0.4632825	0.0015338	0.5922016	0.0665043	0.0792247	0.0007332	0.5637298	0.6645014	0.2116624	0.6295069	0.4157101	0.0614438	0.0966374	0.1937191	0.2230992	0.5870498	0.3524900	0.0146566	0.3906730	0.6290648	0.3907216	0.1953741	0.3338200	0.1801330	0.4710131	0.5697731	0.0112047	0.0770746	0.5778405	0.0303628	0.0858262	0.0482296	0.6637876	0.5045612	0.5298613	0.5087710	0.3287367	0.2043717	0.7162313	0.0116581	0.5056053	0.5225091	0.1528274	0.0000000	0.0071102	0.2392050	0.0540492	0.2349526	0.6069332	0.6137283	0.4977451	0.1056255	0.2736519
0.6708111	0.4292895	0.0438234	0.1766981	0.1293896	0.2180258	0.1100269	0.4320107	0.4081585	0.2766584	0.4123166	0.1472643	0.7101861	0.4850481	0.6492851	0.5477105	0.4724508	0.0911354	0.7624683	0.0127321	0.4417402	0.0840883	0.0977744	0.6856979	0.5874979	0.0550952	0.3740817	0.3755277	0.6600988	0.6773707	0.0306276	0.1143854	0.4070681	0.4320741	0.5849906	0.0005442	0.7131544	0.4060393	0.1142838	0.0189052	0.4858863	0.0014134	0.1171787	0.6978079	0.3726056	0.1697199	0.3395301	0.1217989	0.0038576	0.0137758	0.0706587	0.5961230	0.1717616	0.0615745	0.0000000	0.4643465	0.3361366	0.7608453	0.6357413	0.4686271	0.0206937	0.6731908	0.7028433	0.5779109	0.6984604	0.0720046	0.5201509	0.2656251	0.5763674	0.2430336	0.0001318	0.5529178	0.7883138	0.1957153	0.0871163	0.7013943	0.0577715	0.0352302	0.0119160	0.3889682	0.6640966	0.1434228	0.1737187	0.1137058	0.0686147	0.1524139	0.0249585	0.7514850	0.3715995	0.5993240	0.0029860	0.1747480	0.0040898	0.6103135	0.6702798	0.6780072	0.7194903	0.4134155	0.6619586	0.0421850
0.6330562	0.3719898	0.5340513	0.3998346	0.5283472	0.6862982	0.4246079	0.0000000	0.6935662	0.3872892	0.6552482	0.3627538	0.2110773	0.1009942	0.6303082	0.5861122	0.3975395	0.3524695	0.7084404	0.0672249	0.0434310	0.0064279	0.0366068	0.6715361	0.5460580	0.2103433	0.0733507	0.2648208	0.6714845	0.5993689	0.0005851	0.1620752	0.1763046	0.4079933	0.6276974	0.5043899	0.5791025	0.1675118	0.2001300	0.2187442	0.6265271	0.0502261	0.0469910	0.2683027	0.5416642	0.5416682	0.3165902	0.0682056	0.2250103	0.5093939	0.0901374	0.2485621	0.1563708	0.2648371	0.1920768	0.7095630	0.1728095	0.1862338	0.1274151	0.2796274	0.0104854	0.2692899	0.7166076	0.1491874	0.0954920	0.5681374	0.0455776	0.3170495	0.6785717	0.6894671	0.0000000	0.8485707	0.7020209	0.0856803	0.0987054	0.7508661	0.0015374	0.0226104	0.0543155	0.4614392	0.2338472	0.7824360	0.6572667	0.5412230	0.2743403	0.0885310	0.0067420	0.5831935	0.2696888	0.5631460	0.0014027	0.0257038	0.0186477	0.0574541	0.0000000	0.5526326	0.6690972	0.7025533	0.5186181	0.3256209
0.6536096	0.6429402	0.6319992	0.6624684	0.4274409	0.5175699	0.6020071	0.6309563	0.3629023	0.5756810	0.7566896	0.2970044	0.2355568	0.0671784	0.0017076	0.5173157	0.1946259	0.4379705	0.3863991	0.0091972	0.1015312	0.0731820	0.5226804	0.5583595	0.5125499	0.6261076	0.2010090	0.2548657	0.6156196	0.1740423	0.4319938	0.1296767	0.1996952	0.2462627	0.7320052	0.5182818	0.4093531	0.4468961	0.2674460	0.2959880	0.6685013	0.1297962	0.1404673	0.1355985	0.4756326	0.1669001	0.4172112	0.0003167	0.0000000	0.5987178	0.1370655	0.3936574	0.0000000	0.6726292	0.5730640	0.1606828	0.4398739	0.5269874	0.4282291	0.0731558	0.1158168	0.2780282	0.6801564	0.5534535	0.5957970	0.5730656	0.5463588	0.0240294	0.0833061	0.1329015	0.3122393	0.6208018	0.5295772	0.3254183	0.1071010	0.7514628	0.0000169	0.0002379	0.1656648	0.5161487	0.7007778	0.7434255	0.3422052	0.1694768	0.3199274	0.4116907	0.0000016	0.4849771	0.6390088	0.5918580	0.0034263	0.0894872	0.3130868	0.0635324	0.4072961	0.6123441	0.6128807	0.3980520	0.1929256	0.3853167
0.6192358	0.8223817	0.6502524	0.8055456	0.5335156	0.5672961	0.4198574	0.5772920	0.7459789	0.1750880	0.6232151	0.6047646	0.6098348	0.3330343	0.4573005	0.5688070	0.5276122	0.0952963	0.4967235	0.2770303	0.1329175	0.0533402	0.1731748	0.1431549	0.7449316	0.6200544	0.2303028	0.2984342	0.6422967	0.6598055	0.0019205	0.1777142	0.4358766	0.0181405	0.6379091	0.2683380	0.2727636	0.4858856	0.3449749	0.1705489	0.6272459	0.2857915	0.5853768	0.5794649	0.6377231	0.7391506	0.2786568	0.0001651	0.0001509	0.5724765	0.3043064	0.3188493	0.1625589	0.4257016	0.1967747	0.2851004	0.5315137	0.1983474	0.3591409	0.0699046	0.3338654	0.0709850	0.6639741	0.0146562	0.5589546	0.4126531	0.5050502	0.0158202	0.4327613	0.6596652	0.0007029	0.4390056	0.6517507	0.2825140	0.0166768	0.5975398	0.0840762	0.0278017	0.0576350	0.3304775	0.5840307	0.3591802	0.6742221	0.5073157	0.5594267	0.0961730	0.0302847	0.3682809	0.1145007	0.6882632	0.0096473	0.1060313	0.4484937	0.0423925	0.4208137	0.5396808	0.6055796	0.3355165	0.5453039	0.3134182
0.4867801	0.5103985	0.6129131	0.5213476	0.6327788	0.5550739	0.5202420	0.0000000	0.7468359	0.3043554	0.3759324	0.2271140	0.4916118	0.0560593	0.1221330	0.5712847	0.3758836	0.1570586	0.5929901	0.0006389	0.4537521	0.0508396	0.2065926	0.6106212	0.8055611	0.2301781	0.5306743	0.2647253	0.5899928	0.2257427	0.3678548	0.0308553	0.1605941	0.1551354	0.7143695	0.6098877	0.1160823	0.1024292	0.0998353	0.5666664	0.6117658	0.2361498	0.1703775	0.4966777	0.3921308	0.6859362	0.3852084	0.0029597	0.0005127	0.6997968	0.4557353	0.2410244	0.1738376	0.3856196	0.4940421	0.2993901	0.7246026	0.1667096	0.5277890	0.1302477	0.0113911	0.2950201	0.2122998	0.5359135	0.0243232	0.0000000	0.0231287	0.0738853	0.4835780	0.5396992	0.0985289	0.6226169	0.6399945	0.2471638	0.0194002	0.6467032	0.0541805	0.0393286	0.0000000	0.6645929	0.1526725	0.3668150	0.5880305	0.3883744	0.6734358	0.6117400	0.0000000	0.8044752	0.3568012	0.0000000	0.0133685	0.1042599	0.0117755	0.0773469	0.5275823	0.6891292	0.5560159	0.5243993	0.4619796	0.2345914
0.2374483	0.3447203	0.6238254	0.2497525	0.1510772	0.1085767	0.0069665	0.6650136	0.0774580	0.7098971	0.4890745	0.2859295	0.0908891	0.6206930	0.5956051	0.1318940	0.2871469	0.0000310	0.3665925	0.4498703	0.1625782	0.0034287	0.4868736	0.6498917	0.8009072	0.0015930	0.0078854	0.3935687	0.0672932	0.2550589	0.0092811	0.1779145	0.0000000	0.4760553	0.4087389	0.6723511	0.5917912	0.0097725	0.3521230	0.1165554	0.6048245	0.6624453	0.5654823	0.3951939	0.1054231	0.5379486	0.2612422	0.1758867	0.6448631	0.0468179	0.6472887	0.6602298	0.6706290	0.0001157	0.5550732	0.0044627	0.5764419	0.6823957	0.3793165	0.7138949	0.3743247	0.3182147	0.7176396	0.1255302	0.6493267	0.7898194	0.3746055	0.5867812	0.5962981	0.4121643	0.2903554	0.3924776	0.7176100	0.0000793	0.1288810	0.5600199	0.4038840	0.2191612	0.0000000	0.1578613	0.6010987	0.2437549	0.2128280	0.3735789	0.3785788	0.6602760	0.0000292	0.6790464	0.4001839	0.1384293	0.0457147	0.1160172	0.4659169	0.4915219	0.2506284	0.2088308	0.4420443	0.2803821	0.4514747	0.0000000
0.6957655	0.5751186	0.6135931	0.6664275	0.2779165	0.6786930	0.2560836	0.6908109	0.7031799	0.3297094	0.4933359	0.3834772	0.5889412	0.6616785	0.4368873	0.5943838	0.0586779	0.1717302	0.5899947	0.2093951	0.1983064	0.0000841	0.1580202	0.5541858	0.5720575	0.1105336	0.1105181	0.5663176	0.4059045	0.4603669	0.0005549	0.0107579	0.1726477	0.0000000	0.5996577	0.3106437	0.4754530	0.8102805	0.0859110	0.6280826	0.8187840	0.1304511	0.0575681	0.4059842	0.7680803	0.4658310	0.3263560	0.0012041	0.1109188	0.7054646	0.0748164	0.2519153	0.1101479	0.6133500	0.6162915	0.4090238	0.7386383	0.1789910	0.3513485	0.1608307	0.0181679	0.1996529	0.4323005	0.4325223	0.7588094	0.5058528	0.4768968	0.1932979	0.3764949	0.7119330	0.0000000	0.4763716	0.6394249	0.0904717	0.0100317	0.7526954	0.0471548	0.0287129	0.0382616	0.2778063	0.7249687	0.6502790	0.1058407	0.6843729	0.1045026	0.4973104	0.0395147	0.3574069	0.1042614	0.6872380	0.0000000	0.0154189	0.1061882	0.4601601	0.6861412	0.6045936	0.7565440	0.3825909	0.6460826	0.4811512
0.6006410	0.6126349	0.1266168	0.5519974	0.2671658	0.6525865	0.2826107	0.6659809	0.6489366	0.1611435	0.6969062	0.0000000	0.2473523	0.6344724	0.2808330	0.5412709	0.0735926	0.5655491	0.9159000	0.0000515	0.2016498	0.0608339	0.0238589	0.7585860	0.6688951	0.5270774	0.4245559	0.2335629	0.5321442	0.5377751	0.0436058	0.0373243	0.4728938	0.3162274	0.6933669	0.0203133	0.5835621	0.6466602	0.5468659	0.2018980	0.6551767	0.0211704	0.5046923	0.2333617	0.6697064	0.3748701	0.2332165	0.0000097	0.0001698	0.5817888	0.3635398	0.2612706	0.0179943	0.3625033	0.6805154	0.3587515	0.3579575	0.6134226	0.6358129	0.0605773	0.0018844	0.4552056	0.6867912	0.1465411	0.7995505	0.4548082	0.6572199	0.0000305	0.6442902	0.6072118	0.2237269	0.5883726	0.7164596	0.1679845	0.0898812	0.6552853	0.0663163	0.0279972	0.0001025	0.4568237	0.4962746	0.3485260	0.4506586	0.1607631	0.4439783	0.5839218	0.0146477	0.1188807	0.0046594	0.5333836	0.0149989	0.2468137	0.4920890	0.0000000	0.6244445	0.6105471	0.7543379	0.3725538	0.6796411	0.3673438
0.6225093	0.6269608	0.1994028	0.6706845	0.1289295	0.5573563	0.2704941	0.7002780	0.6147063	0.2495510	0.5625726	0.5381474	0.1962563	0.1379374	0.1397468	0.5418785	0.6632296	0.0894706	0.2894166	0.2040119	0.5616391	0.0060955	0.2807217	0.5301363	0.6703564	0.6170863	0.4652522	0.1049862	0.5511984	0.3225818	0.5373956	0.2859511	0.4758678	0.5086794	0.4899677	0.1953301	0.1774542	0.6540675	0.7104360	0.6486283	0.6851545	0.6700234	0.3214981	0.0000000	0.2507833	0.0821503	0.3112023	0.3699816	0.0063322	0.5600862	0.1846199	0.3318587	0.1097330	0.0480949	0.6286541	0.6928621	0.5417286	0.6604070	0.5704383	0.3540099	0.0088920	0.6074461	0.2910469	0.3455298	0.6772485	0.2755010	0.2092598	0.1283688	0.7638955	0.6052376	0.1620664	0.3594986	0.6097208	0.0791273	0.0397474	0.6917554	0.0012077	0.0449921	0.0494608	0.3666874	0.4623400	0.4617365	0.7385396	0.1776583	0.6509179	0.7044843	0.0006191	0.6373957	0.2508332	0.3043118	0.0075873	0.0127808	0.0079408	0.6850152	0.5276390	0.5304404	0.7561015	0.3488037	0.1287286	0.7234957
0.6519743	0.7298950	0.0162837	0.1436148	0.7549693	0.6487636	0.7216775	0.7576910	0.7670688	0.3201923	0.4139929	0.0478697	0.4093980	0.5342484	0.0062936	0.3581390	0.6406282	0.0141294	0.2721769	0.3439773	0.3234063	0.0007644	0.5436354	0.6362243	0.5987262	0.4187744	0.4471867	0.1590675	0.6038752	0.6231414	0.0112850	0.1256331	0.2757884	0.1623422	0.0000000	0.7306214	0.0640308	0.2299966	0.5166352	0.3110776	0.6511457	0.1328657	0.5849827	0.5324981	0.4660263	0.1258750	0.3760778	0.0006544	0.0014697	0.6460913	0.3041243	0.2722406	0.1019485	0.6861449	0.7109483	0.2462763	0.5330193	0.2767737	0.5950287	0.0000000	0.4616038	0.0176340	0.2139532	0.0502107	0.6728567	0.7335989	0.6320570	0.0115156	0.5106898	0.6661915	0.0062691	0.4196379	0.5223897	0.2562283	0.0411538	0.6862186	0.0009726	0.0000000	0.0445664	0.3240608	0.5439912	0.2940200	0.4781939	0.5410707	0.1789966	0.7398391	0.0078716	0.3701253	0.3676505	0.2173954	0.0546180	0.0000000	0.1357760	0.1055622	0.3032615	0.5839770	0.7454431	0.5450446	0.0000000	0.2756724
0.6623599	0.6376853	0.5379369	0.6450689	0.6349641	0.8176056	0.5088526	0.6519382	0.6513676	0.4170760	0.5118546	0.1350957	0.5665480	0.0920707	0.0102787	0.6304264	0.6540527	0.4636253	0.5666892	0.3844661	0.0676783	0.0863251	0.3765279	0.1401145	0.6258767	0.4244937	0.2804893	0.2690996	0.4959665	0.6720231	0.0722059	0.0000748	0.4362992	0.5388283	0.6451056	0.5874103	0.0713782	0.6356137	0.2823264	0.5630311	0.6251978	0.4489157	0.0504517	0.5232718	0.6183504	0.5562523	0.3742741	0.0040314	0.1286468	0.6236293	0.1510270	0.3017232	0.1622220	0.4946849	0.6767847	0.2953030	0.4687327	0.5402061	0.1720213	0.0466699	0.0099094	0.3375274	0.6319937	0.1409551	0.6518173	0.5905982	0.4741305	0.0065804	0.3009345	0.3070276	0.0230140	0.5380137	0.6874084	0.3046157	0.0284376	0.6778295	0.0609519	0.0055114	0.0000000	0.3579788	0.7083332	0.4040547	0.7601707	0.3433998	0.5518458	0.5619386	0.0141948	0.5752257	0.1469342	0.5249826	0.0013583	0.1079623	0.0344103	0.0021521	0.4728308	0.4652001	0.6689104	0.3592425	0.4597060	0.4220872
