YMR164C	YBR083W	YLR403W	YDR463W	YDR081C	YCR096C	YCR040W	YPR199C	YJL110C	YCR097W	YDR317W	YCR039C	YCR107W	YKL178C	YBR281C	YBR282W	YKL161C	YLR022C	YDR098CA	YDR103W	YDR098CB	YBR040W	YCR041W	YLL065W	YLR463C	YLR467W	YLR465C	YCR105W	YOR315W	YER190W	YGL001C	YDR042C	YCR018CA	YCR019W	YDR084C	YER189W	YNL337W	YDR494W	YLR265C	YLL047W	YPR021C	YBR186W	YLL048C	YNL105W	YBR121C	YBR185C	YKL136W	YPL178W	YDR440W	YBL070C	YBL068W	YKR008W	YGL247W	YCR083W	YDR180W	YGR191W	YDL062W	YLR175W	YLR322W	YGL169W	YGL170C	YOR082C	YML048WA	YGR039W	YDR047W	YBR184W	YLR094C	YDL152W	YDR415C	YLR046C	YKL095W	YOL057W	YCL012W	YNL267W	YDL126C	YOR129C	YBR012WA	YMR232W	YOR084W	YPL060CA	YGL192W	YGL156W	YLR185W	YKR004C	YCL014W	YKR041W	YER137CA	YIL038C	YBR012WB	YBL018C	YAR010C	YNL256W	YDR416W	YKR056W	YNL211C	YNL257C	YOR077W	YER120W	YBL017C	YER118C
0.5457480	0.4492125	0.4090494	0.4730050	0.7055819	0.3485661	0.4084723	0.7184979	0.4903443	0.1717069	0.0151292	0.0025575	0.0325151	0.5506237	0.6678145	0.1411936	0.6522729	0.4425775	0.5138417	0.4716245	0.1547921	0.4856707	0.1794975	0.4559089	0.2657352	0.1255927	0.1660876	0.1057215	0.3598785	0.4824797	0.1930148	0.7031532	0.0090169	0.3657635	0.3827309	0.3928715	0.1288906	0.4947704	0.0356693	0.0002728	0.0000838	0.8001230	0.3462506	0.2323232	0.0638742	0.0453793	0.6274038	0.5978065	0.3814331	0.6286633	0.1847035	0.0364200	0.5983188	0.5485390	0.0233954	0.0455635	0.4668481	0.5387603	0.4864963	0.2986216	0.6154030	0.1035136	0.4642708	0.5845399	0.0347641	0.6253668	0.4955021	0.0851470	0.0744104	0.6122370	0.4890781	0.3251310	0.3931217	0.5454618	0.5918560	0.2014447	0.5426791	0.3984384	0.0315782	0.0924218	0.4939873	0.3655805	0.0000000	0.5192850	0.3368641	0.0223076	0.6263890	0.3196971	0.3238076	0.4352626	0.0393015	0.3933594	0.0964227	0.0855213	0.4825288	0.3182107	0.3045384	0.5747815	0.0993132	0.6931303
0.0068581	0.2867645	0.3901808	0.2072903	0.6188269	0.3038304	0.0231308	0.6017593	0.6503887	0.5812384	0.0002187	0.1238008	0.1036369	0.4618268	0.6234876	0.5492826	0.4859539	0.5835025	0.7194984	0.5498704	0.0611862	0.1687963	0.2659382	0.4114861	0.6078281	0.2348236	0.0748253	0.6045254	0.4083535	0.7379566	0.0490875	0.5654270	0.0141511	0.5135554	0.2113332	0.6171328	0.4868087	0.0402791	0.0004766	0.0001116	0.0000000	0.8944508	0.1980286	0.4528159	0.0276597	0.0038029	0.5540247	0.6310266	0.1386707	0.5505733	0.2773883	0.0000000	0.7072981	0.6131955	0.1668451	0.0363305	0.2492885	0.5953449	0.4649842	0.5271088	0.5380915	0.1559879	0.6402917	0.0515835	0.1715050	0.6226827	0.0357959	0.0101504	0.2962901	0.7227332	0.2662268	0.3865674	0.6542289	0.3584824	0.7737599	0.4151331	0.3753368	0.6451781	0.3558334	0.0003910	0.6185379	0.3582669	0.1591324	0.1873129	0.5804239	0.1118180	0.4462085	0.1389703	0.0130605	0.5390623	0.0948902	0.0000000	0.1946658	0.1730985	0.2241035	0.7755881	0.2888811	0.6540586	0.0000000	0.5469260
0.3791787	0.0822495	0.7717646	0.0223367	0.6406732	0.0014506	0.0000970	0.6820140	0.4708768	0.0000000	0.1138021	0.3288740	0.0150721	0.0001199	0.7737586	0.5610312	0.4585907	0.5404549	0.1600721	0.3355100	0.5990073	0.3236098	0.0230886	0.2989352	0.5980376	0.0919223	0.5907707	0.1181280	0.5981799	0.6959451	0.4535119	0.7083356	0.4236501	0.3791332	0.0055602	0.6620069	0.5101196	0.0061193	0.0697945	0.0000000	0.0689412	0.7975687	0.0983501	0.7317848	0.2402480	0.0000719	0.5856807	0.0002924	0.5484899	0.5961299	0.5611907	0.0000000	0.6698803	0.0000000	0.0000000	0.0140105	0.4723602	0.4489345	0.4310318	0.5442520	0.5618103	0.0551414	0.3512170	0.5462591	0.4862334	0.6292178	0.0746372	0.6499468	0.2577790	0.5806722	0.0117972	0.6943065	0.5851604	0.0162088	0.2276030	0.4575924	0.2951769	0.5927975	0.0573654	0.1558299	0.5575917	0.3495146	0.2714301	0.0050235	0.6658098	0.6154386	0.2917655	0.4655669	0.0003242	0.5573525	0.2716734	0.4305958	0.1448674	0.3097746	0.5327502	0.0000000	0.0264337	0.6731809	0.1967456	0.6435695
0.0000000	0.0000000	0.0000000	0.3831069	0.7018359	0.0632561	0.0010548	0.2759248	0.6694723	0.5355903	0.5547665	0.2295249	0.1812097	0.2222583	0.6695878	0.5326516	0.6634372	0.4669934	0.6108249	0.5869671	0.3596999	0.6794516	0.0243843	0.3411556	0.6138766	0.0000000	0.1623627	0.3742673	0.5171819	0.5544436	0.2093947	0.3300005	0.0218965	0.3743567	0.1948221	0.6286615	0.7122023	0.5650408	0.0113731	0.0004577	0.5323230	0.1426770	0.1384628	0.2962920	0.0000000	0.5797982	0.5400216	0.6462835	0.0000000	0.2824155	0.6745266	0.7661847	0.4998151	0.1614382	0.0000000	0.5441649	0.0000000	0.3272020	0.4933742	0.5609394	0.2008361	0.6079998	0.1322114	0.0000000	0.0000000	0.0000000	0.2245051	0.0235951	0.0000000	0.5912634	0.1823160	0.4222680	0.4259636	0.5697779	0.1780105	0.5551999	0.5077430	0.1792291	0.6264684	0.0578782	0.2799044	0.4708179	0.6716676	0.2547063	0.4326968	0.5295534	0.0000000	0.0695717	0.0000000	0.6448096	0.5788115	0.5551304	0.1591324	0.1609997	0.0000000	0.5831180	0.6918033	0.6072424	0.5123779	0.0000000
0.1846784	0.2617887	0.2169947	0.2416093	0.5315181	0.5704390	0.5456237	0.2356696	0.0000000	0.2968744	0.0001699	0.4967856	0.2867489	0.5219366	0.3436168	0.0134288	0.1547524	0.0727011	0.6045240	0.3257892	0.0241918	0.0132783	0.6903054	0.2373901	0.6406681	0.3690514	0.5597484	0.6013133	0.3867483	0.6460434	0.5317829	0.6297038	0.7226124	0.6125622	0.3808706	0.0863718	0.6644246	0.3573504	0.5482789	0.5989780	0.0968249	0.7456283	0.6736579	0.0944853	0.3295474	0.0716223	0.0000000	0.5518163	0.0039501	0.5349036	0.0168185	0.2988264	0.4077061	0.3657751	0.0244198	0.0357830	0.7473476	0.6634745	0.4202276	0.1546936	0.4166214	0.0000000	0.1866584	0.1217124	0.0000000	0.6654276	0.5115742	0.0322322	0.5425076	0.6583903	0.5509662	0.5267055	0.6217762	0.3873432	0.4228054	0.0145845	0.4761753	0.1620051	0.5404743	0.0594098	0.7421583	0.5668423	0.3970125	0.7689502	0.1133406	0.4854430	0.5479004	0.5621920	0.1071896	0.2433684	0.0259019	0.5632776	0.0924731	0.7344749	0.0111757	0.0975983	0.1481046	0.5905424	0.0679542	0.7395699
0.0003871	0.0700167	0.1102745	0.0213149	0.6773190	0.0003175	0.7047714	0.0000000	0.7433828	0.5153252	0.4042833	0.2071422	0.5107877	0.3989178	0.0687864	0.6328138	0.6331164	0.0000000	0.5827196	0.0817971	0.5884488	0.6224639	0.3605194	0.4557666	0.6005189	0.3354407	0.1904047	0.6550362	0.2377815	0.6532653	0.0891773	0.7351853	0.6241630	0.1175600	0.5302429	0.6362609	0.7074972	0.0003198	0.0303007	0.0030230	0.1960118	0.2728786	0.0614374	0.1980862	0.1700947	0.0993583	0.5780501	0.0000964	0.0001233	0.4477917	0.0023402	0.6423388	0.0000051	0.2585309	0.3890181	0.6256094	0.0005649	0.0994107	0.6086672	0.2426009	0.6204119	0.6024816	0.1260623	0.5905473	0.5926897	0.1662590	0.2289581	0.5977870	0.1879635	0.6340304	0.0246600	0.6595065	0.7138626	0.0045710	0.1336243	0.0771763	0.1864782	0.5399847	0.3234668	0.1568824	0.4940473	0.4847830	0.2739873	0.0031560	0.4774026	0.2776473	0.2075920	0.1370777	0.0014783	0.2353913	0.3153378	0.2053878	0.1821323	0.1538077	0.0015971	0.5578472	0.3459661	0.7522300	0.3879023	0.6185102
0.7702161	0.6115995	0.5907757	0.5648312	0.6045310	0.4921304	0.0003223	0.5809711	0.0000000	0.0000000	0.5515749	0.0000000	0.0716745	0.0010223	0.0000000	0.5995544	0.5613573	0.4188449	0.3898848	0.5308871	0.1125349	0.0001764	0.4934561	0.5086227	0.7728493	0.2573678	0.2377261	0.0009751	0.5688164	0.6446889	0.5544111	0.7041477	0.0000000	0.5297325	0.0954639	0.0000000	0.0019232	0.6242079	0.8015141	0.5964151	0.0171261	0.7570359	0.6225305	0.6289701	0.0000000	0.0003199	0.1087931	0.6086476	0.4614998	0.6295329	0.5745678	0.0041259	0.6565273	0.2858571	0.0039243	0.0433086	0.6062271	0.2512811	0.5205275	0.3826324	0.0010196	0.0117323	0.4064392	0.5586964	0.0000000	0.6537257	0.6436182	0.0000725	0.2133662	0.6225091	0.5460483	0.3643672	0.2933242	0.5150446	0.6449356	0.2015469	0.6199884	0.2519214	0.0183537	0.0031788	0.0000000	0.4493548	0.0000000	0.6188901	0.1140633	0.1509632	0.6954319	0.5231599	0.5614692	0.5086656	0.0366916	0.1979647	0.3748172	0.0000000	0.4762923	0.0469871	0.1553464	0.3772456	0.0048788	0.5734431
0.0000044	0.0191623	0.0001292	0.0036723	0.6317696	0.0000019	0.1477608	0.7068291	0.7418738	0.7047875	0.3936814	0.0002437	0.3214621	0.1818379	0.4889215	0.0444768	0.6513236	0.4855089	0.0001800	0.0008791	0.2650368	0.6190605	0.1364274	0.6398608	0.8160616	0.1344043	0.1103114	0.3185169	0.3474331	0.6732990	0.0000017	0.3883208	0.5331940	0.0536288	0.0003896	0.5107781	0.7051900	0.5438925	0.0090306	0.0048034	0.5396793	0.0004170	0.2182333	0.5232808	0.5720702	0.0000000	0.6766079	0.6777443	0.0004445	0.5810006	0.5432620	0.4174903	0.0000315	0.5984800	0.4185161	0.6996671	0.0000573	0.6885916	0.5345873	0.0000000	0.0015504	0.6225057	0.3391813	0.2167684	0.6862000	0.0131670	0.0001386	0.6129932	0.1563974	0.6992412	0.2696214	0.7455693	0.0000000	0.0313756	0.0394296	0.5276217	0.1068415	0.7218623	0.6743212	0.3718380	0.6403450	0.4680798	0.5834153	0.0000466	0.1442252	0.2918936	0.6855852	0.1679463	0.1650203	0.5509315	0.0924050	0.7388754	0.0679055	0.2029096	0.2285925	0.0000000	0.6419285	0.3304951	0.6514557	0.6642173
0.4516365	0.3093217	0.6934458	0.1946559	0.2887311	0.0086859	0.4453595	0.5808149	0.1710286	0.2178228	0.3948301	0.3175626	0.0098020	0.6330506	0.8308394	0.3054742	0.5429098	0.6471138	0.4090068	0.2873581	0.4325461	0.4975696	0.0000000	0.4773026	0.2245025	0.1174028	0.3988413	0.0481943	0.2319107	0.0000000	0.5872679	0.6428603	0.3493055	0.4510188	0.0096306	0.3146504	0.0352364	0.3286668	0.0562331	0.0000000	0.0066981	0.8066443	0.6672414	0.2598702	0.2014527	0.0796437	0.6454942	0.1810639	0.5292612	0.6744811	0.4162193	0.0383068	0.5908604	0.4354050	0.0610410	0.0059405	0.5456851	0.2018745	0.5648676	0.3046772	0.2619927	0.0068922	0.7067847	0.3459941	0.3020470	0.6263414	0.0169757	0.0201227	0.5181028	0.4724640	0.5823498	0.5085476	0.0000000	0.3111882	0.5997665	0.1895525	0.3866292	0.6371461	0.0361720	0.0722777	0.5923290	0.0864060	0.3752703	0.1398795	0.3568814	0.4789808	0.5877576	0.6479817	0.1487465	0.5052995	0.0752773	0.3568142	0.5225735	0.5583877	0.5059216	0.3008739	0.0127451	0.4594590	0.0000000	0.6592139
0.0000000	0.0000000	0.0000000	0.4368512	0.0462343	0.0014162	0.1100720	0.3787766	0.1394579	0.5653394	0.0723681	0.3090469	0.3420023	0.0552794	0.5728148	0.2003801	0.3460077	0.6085276	0.5707414	0.5765938	0.1849789	0.6821276	0.2829184	0.1055250	0.7102431	0.0000000	0.3928267	0.4278617	0.0000000	0.6578178	0.4060561	0.5850902	0.0071643	0.6249212	0.1344184	0.5164646	0.5700675	0.5403256	0.0163971	0.0275510	0.3283130	0.4604272	0.6020382	0.5888577	0.6956517	0.7060797	0.3295995	0.0000000	0.0000000	0.2076402	0.0000000	0.0000000	0.2694228	0.2151111	0.6695006	0.5947641	0.3148026	0.0058942	0.0424714	0.5717339	0.0316902	0.6298428	0.4525290	0.6183520	0.1236606	0.0000000	0.1474152	0.0000547	0.4915760	0.1427038	0.0000000	0.3613079	0.3177041	0.5891434	0.0000000	0.0000000	0.0000000	0.5288172	0.0670809	0.0619563	0.7297369	0.0825706	0.5892895	0.2784948	0.4488200	0.0000000	0.0172554	0.5756206	0.0000000	0.4808932	0.6961996	0.4393768	0.2514320	0.6122460	0.2732254	0.1315928	0.5798983	0.2003454	0.1313249	0.7237287
0.6707453	0.6064177	0.5586586	0.0000000	0.0000000	0.0007673	0.2602964	0.6282388	0.5948759	0.0982073	0.1796905	0.0000484	0.0000423	0.6031791	0.4981840	0.2337485	0.5105079	0.4182278	0.4656746	0.0000000	0.0000000	0.1538775	0.0001969	0.6666076	0.0004690	0.0000000	0.6410401	0.0620171	0.2222766	0.1089932	0.0000000	0.0000000	0.6612633	0.2804925	0.3352981	0.2122274	0.0867615	0.6256622	0.0034472	0.0189719	0.0003307	0.7498019	0.2128716	0.3149713	0.2134610	0.0002892	0.6448497	0.4302654	0.4896406	0.5679335	0.3070513	0.0345274	0.6829233	0.4634795	0.0025772	0.0412534	0.4545003	0.3981622	0.1151438	0.0890420	0.1490696	0.0309315	0.5492631	0.7285240	0.2084292	0.5328299	0.2332698	0.4040020	0.1601982	0.6530823	0.6029539	0.7092370	0.3885963	0.5608005	0.6524890	0.1434905	0.5879707	0.1800548	0.0243303	0.1766711	0.2806224	0.6791802	0.3304317	0.2888355	0.6753433	0.0000000	0.5478663	0.1305385	0.5908577	0.0000000	0.0094218	0.3150550	0.1855635	0.1669869	0.4173039	0.0226908	0.0685387	0.2553092	0.0312214	0.5912361
0.5620625	0.6305983	0.5105788	0.5928028	0.6654899	0.3817594	0.0479972	0.6588836	0.6631051	0.4605397	0.4482947	0.3662296	0.0160978	0.4078405	0.5224844	0.6548070	0.4848713	0.5546744	0.7007426	0.6401941	0.0760816	0.0001447	0.2063681	0.6905957	0.0374215	0.0048266	0.1272994	0.0150360	0.0603837	0.1612383	0.4223077	0.3348626	0.0447775	0.0258116	0.5354695	0.2151738	0.6989035	0.5054127	0.0000000	0.0250391	0.0029753	0.6524048	0.1561644	0.0000000	0.1829768	0.0000381	0.5777787	0.6300858	0.2455150	0.6208998	0.2567353	0.0051006	0.5943730	0.8202996	0.0011112	0.0000000	0.7172223	0.1364096	0.4737836	0.0000000	0.3739632	0.0373469	0.3575261	0.7300348	0.0876870	0.6021907	0.3701900	0.0008586	0.1996358	0.6303040	0.7754370	0.2630571	0.3595086	0.5307212	0.4997671	0.0720469	0.6389023	0.1784280	0.0111780	0.0786504	0.3603946	0.5925155	0.3786338	0.4367635	0.1770544	0.3391412	0.7860574	0.0019016	0.5508939	0.3086451	0.0527716	0.2454708	0.3373398	0.1906837	0.6104271	0.0263330	0.1844120	0.2826677	0.0507087	0.6607437
0.0118325	0.2611049	0.5278363	0.3982188	0.5275513	0.4241033	0.0839348	0.4243863	0.4786528	0.5054521	0.0001812	0.0159256	0.1599469	0.4658801	0.4304960	0.5973409	0.0000000	0.2377399	0.6220841	0.5212683	0.0000000	0.0434513	0.0102862	0.5421820	0.1187141	0.0978454	0.3719137	0.3396807	0.3017329	0.4096260	0.1230338	0.6187425	0.0554763	0.3009419	0.3103641	0.7135792	0.3574283	0.3880036	0.0966064	0.0063322	0.0022476	0.7190311	0.2856807	0.7385099	0.0777654	0.0103255	0.6744969	0.2598636	0.3561907	0.6684589	0.2575425	0.5793116	0.0005410	0.1999940	0.0617130	0.0541803	0.6056316	0.5813401	0.5285089	0.6199549	0.0000592	0.1594951	0.6363073	0.0653380	0.1431871	0.4107796	0.5834309	0.0018692	0.3285048	0.5859248	0.3320701	0.0000000	0.4766329	0.5489566	0.4621609	0.4836449	0.4166494	0.3705030	0.6008908	0.0812387	0.6272393	0.6537086	0.0000000	0.2288123	0.3259719	0.0000000	0.5013135	0.4572289	0.0278669	0.5019004	0.1114830	0.7252667	0.3912213	0.2581138	0.5355249	0.6666283	0.6277149	0.5572080	0.0200877	0.6368877
0.0986303	0.3392965	0.5764502	0.2307881	0.1088423	0.0086322	0.0014516	0.6134351	0.6851615	0.8172598	0.0050719	0.3962210	0.0441277	0.2427571	0.4238591	0.7425947	0.6162608	0.5007093	0.4356291	0.4771621	0.4272594	0.5714887	0.0039697	0.5013039	0.2294077	0.0719800	0.5524546	0.5435755	0.3508714	0.5422480	0.0267645	0.5857874	0.0415955	0.0349255	0.3279698	0.3180909	0.5811890	0.0180783	0.0015075	0.0259160	0.0016473	0.5672209	0.2168933	0.5206137	0.2640988	0.0001771	0.7021264	0.6829962	0.1644797	0.7215023	0.3048635	0.3447462	0.3666099	0.6924060	0.0035998	0.0384370	0.0777998	0.6501945	0.4214408	0.6859127	0.0000001	0.0000000	0.3907925	0.3775240	0.0954778	0.6574673	0.0183588	0.0175082	0.1211481	0.0111220	0.5400469	0.0000000	0.3780322	0.2391183	0.4388740	0.3719567	0.6129952	0.4340651	0.4778502	0.0464701	0.5308271	0.3901057	0.4715401	0.2377314	0.6380372	0.5056141	0.5859493	0.2123743	0.2714918	0.6379725	0.0376065	0.0000000	0.2263173	0.0783424	0.2347565	0.5181356	0.5229948	0.5699076	0.0000000	0.7819430
0.5741448	0.6696746	0.5241525	0.5687174	0.3984568	0.0000151	0.4699720	0.3079845	0.7810676	0.5692871	0.5030587	0.2129200	0.0325497	0.1693527	0.6994048	0.1867439	0.5236601	0.5024527	0.3892546	0.6431833	0.1671523	0.0034305	0.3919297	0.6662368	0.0364422	0.0741359	0.5163883	0.4583232	0.4422654	0.1714786	0.1267762	0.5286966	0.0878200	0.4913093	0.3146097	0.1211984	0.0370712	0.6485854	0.0266170	0.0053281	0.0039397	0.6733855	0.1489465	0.2130453	0.1819009	0.0000000	0.5444892	0.5798016	0.5943987	0.6530750	0.2924317	0.0372260	0.7586006	0.1414209	0.0008332	0.0127742	0.6021577	0.3173285	0.3275659	0.1807902	0.4199326	0.0000000	0.2700354	0.5368314	0.0411427	0.6350805	0.3449503	0.0003887	0.1981649	0.4781663	0.5488867	0.1216932	0.2102431	0.7379204	0.5572390	0.0633701	0.6709408	0.2114745	0.0290758	0.0541675	0.0000000	0.3947212	0.0818348	0.3368553	0.1971489	0.2607286	0.5367683	0.1023900	0.5036265	0.3199000	0.0332448	0.1617739	0.1663310	0.2339091	0.5011325	0.2056837	0.0870423	0.2529968	0.0210174	0.7536665
0.0119019	0.2302263	0.0906331	0.2320108	0.7185064	0.0117156	0.0014072	0.7491225	0.7231150	0.5618543	0.0000405	0.0219350	0.0389195	0.0001720	0.5322350	0.1087791	0.3009150	0.5471130	0.3948539	0.4415962	0.4664401	0.5730047	0.2379937	0.4426270	0.5917554	0.1937344	0.4674575	0.3726281	0.0623951	0.6681906	0.0300893	0.3612365	0.2615246	0.1225982	0.1014438	0.5082834	0.3728438	0.0440930	0.0005804	0.0010253	0.0000000	0.5556288	0.1578603	0.6907478	0.5409740	0.0033038	0.5972506	0.0884536	0.3857705	0.5407633	0.0137589	0.6499610	0.4354570	0.6430684	0.0000000	0.4671192	0.0007096	0.6700701	0.5671759	0.0000000	0.4140625	0.5696494	0.4210547	0.0704379	0.0032858	0.6617749	0.0225410	0.0059688	0.1720491	0.7602389	0.4051213	0.5371457	0.6096329	0.2761311	0.4390675	0.0000000	0.5063788	0.4829045	0.6143149	0.0552453	0.4857799	0.4792211	0.0000000	0.1441378	0.7160121	0.7239784	0.4975359	0.1707126	0.7294100	0.5840287	0.0745057	0.3877887	0.1356393	0.1708681	0.0004611	0.1095811	0.5337363	0.6249639	0.0437002	0.5514115
0.3121786	0.5792504	0.4954932	0.5759624	0.6318357	0.1867730	0.0188434	0.6574527	0.4938367	0.6094379	0.4888809	0.0024892	0.0030806	0.0951563	0.7000157	0.3953476	0.5106279	0.6452929	0.4920699	0.4620678	0.1123246	0.3761227	0.1986317	0.4133762	0.0817205	0.1187053	0.6358771	0.3657095	0.0771487	0.0000000	0.7249620	0.3096567	0.1347458	0.5509899	0.4181291	0.2438749	0.2962553	0.5970722	0.2080018	0.0003506	0.0103137	0.6950020	0.5379396	0.5093810	0.0567517	0.0675100	0.7127894	0.6100718	0.6556658	0.5970426	0.5081124	0.0131635	0.6172019	0.7155574	0.0020522	0.0192247	0.5329512	0.4345190	0.5711610	0.6299727	0.1321540	0.0255373	0.5747159	0.5622798	0.0079067	0.5915151	0.5893988	0.0432811	0.2598801	0.5798183	0.5700283	0.3291675	0.2650556	0.5642529	0.5270862	0.0567056	0.4541091	0.3952355	0.0137212	0.0618403	0.4306900	0.6218370	0.2900393	0.4865675	0.3179627	0.0332056	0.6924049	0.2336431	0.5500335	0.5778250	0.0472441	0.1241480	0.4684228	0.4848025	0.4315602	0.0317665	0.1194948	0.3401306	0.0366571	0.6115042
0.7395532	0.7126814	0.6401902	0.5940087	0.6002313	0.4092515	0.6422688	0.6726390	0.6352693	0.2884207	0.1157264	0.0073943	0.0054626	0.0388840	0.6637050	0.5037288	0.6047463	0.4062375	0.3489382	0.4168617	0.0423566	0.5954864	0.2133529	0.6797869	0.0942107	0.0439619	0.6604690	0.0785408	0.4908396	0.2826352	0.7216958	0.6548927	0.0930662	0.5122819	0.3069287	0.2310730	0.1346880	0.7667460	0.0327773	0.0027134	0.0061014	0.5691172	0.2219674	0.2491017	0.0000000	0.0000000	0.7986562	0.5005026	0.4596823	0.6398792	0.4754818	0.0068393	0.6780074	0.3286231	0.0031403	0.0370608	0.5676956	0.3214038	0.5746760	0.0507122	0.5561547	0.0202824	0.4222370	0.5172836	0.0153199	0.6613768	0.4403467	0.0003060	0.2266619	0.5561207	0.8069890	0.1435999	0.1919493	0.6129424	0.5458518	0.1731136	0.5609386	0.3253247	0.0203317	0.0482664	0.0000000	0.5423088	0.4910800	0.4113951	0.2463341	0.3451726	0.6611385	0.0000000	0.6518518	0.3679941	0.0490495	0.2025774	0.2884718	0.1293394	0.4974558	0.1716034	0.0000000	0.4608831	0.0051076	0.7322278
0.5402863	0.6651841	0.4560408	0.5745132	0.7012232	0.0050439	0.0004509	0.7233736	0.4375247	0.5959493	0.1985415	0.2109146	0.0193830	0.0710578	0.0853243	0.6843668	0.4617622	0.7032504	0.3723626	0.5589200	0.0094457	0.0558542	0.0005992	0.4638095	0.0112722	0.1068604	0.5325588	0.0256785	0.2232554	0.3476543	0.4949292	0.2703194	0.0045644	0.0727273	0.4013209	0.1295951	0.1359252	0.6996342	0.0581631	0.0000000	0.0038445	0.6634374	0.2868294	0.1737306	0.0700222	0.0715283	0.6460975	0.6144936	0.4764272	0.6354617	0.5311817	0.0310630	0.7054766	0.3567019	0.0015467	0.0462305	0.5471077	0.0598309	0.6177175	0.7265513	0.0461597	0.0771149	0.4226977	0.6000394	0.0751744	0.5900023	0.3654710	0.0001064	0.0000000	0.5316201	0.6063012	0.3464559	0.3254712	0.6525921	0.5547662	0.2162835	0.7079521	0.3273698	0.0150537	0.0693103	0.2177050	0.4939479	0.2530008	0.4117895	0.0919143	0.1315610	0.6096677	0.3734989	0.5074219	0.6501253	0.0329482	0.2782191	0.0803114	0.0000000	0.3665587	0.1644964	0.1679540	0.3395253	0.0174839	0.6209076
0.3202570	0.0000000	0.0000000	0.3416448	0.4183283	0.0115103	0.0000309	0.3892354	0.6610302	0.1393106	0.4746680	0.0007828	0.1227096	0.3816167	0.6598364	0.5941820	0.7065455	0.5099787	0.4521484	0.6019531	0.4391354	0.5721381	0.3630427	0.3744158	0.3448497	0.2987274	0.4788765	0.5606692	0.6716779	0.6122016	0.4512980	0.6257759	0.6550075	0.4922770	0.6311361	0.5840506	0.7058502	0.5948383	0.0047584	0.0016100	0.3606097	0.1961940	0.1423954	0.5856016	0.6348312	0.5998809	0.6474378	0.0000000	0.0668614	0.0000000	0.0985218	0.0077637	0.6707324	0.0000000	0.7998262	0.0025911	0.4346356	0.4747003	0.4377518	0.2521283	0.0000189	0.0752394	0.2869436	0.0000000	0.0330795	0.6679165	0.0819638	0.0167065	0.2393378	0.5796027	0.6721215	0.5328619	0.5909573	0.4542328	0.1497281	0.7307126	0.0267558	0.2246385	0.0312877	0.0000000	0.0000000	0.4403889	0.3637477	0.0773115	0.6131872	0.6612421	0.0000000	0.0000000	0.0000000	0.5628125	0.0000000	0.3327711	0.1889625	0.0000000	0.1356296	0.1449410	0.6085222	0.0000000	0.6877839	0.0624084
0.5056719	0.6275751	0.4386686	0.7846003	0.6375898	0.5249132	0.1921252	0.0890519	0.6560806	0.0000000	0.3556381	0.0000000	0.0312830	0.0030810	0.3238467	0.6153896	0.5109425	0.5731172	0.2988925	0.5039163	0.0365461	0.4064028	0.1245048	0.7145349	0.0503409	0.0639210	0.5296371	0.0366227	0.4299718	0.2622806	0.1626553	0.5622074	0.0142213	0.5002336	0.4390608	0.3271606	0.4680704	0.6672471	0.0085990	0.0006451	0.0086680	0.6404973	0.0143032	0.5714677	0.3230058	0.0982476	0.6566567	0.6063770	0.2753760	0.6628687	0.1916817	0.0067525	0.5380587	0.7568600	0.0041841	0.0262591	0.6482384	0.4319392	0.5340220	0.5742947	0.5379850	0.0149011	0.3750971	0.7851732	0.0511716	0.6707825	0.3539124	0.0407938	0.0354234	0.5915619	0.5955970	0.1712923	0.1894857	0.6102451	0.5939653	0.1854126	0.5471493	0.2737254	0.0410849	0.0511956	0.1729418	0.4630974	0.0882884	0.5748729	0.1789798	0.0896794	0.7537847	0.0913252	0.5917039	0.3248656	0.0000000	0.1890378	0.0775328	0.1499000	0.4379034	0.0660289	0.1618899	0.0513903	0.0130309	0.5701353
0.5072253	0.7256480	0.6113150	0.5489838	0.7421132	0.0006866	0.0006178	0.5932100	0.6418915	0.1688620	0.2366349	0.2232858	0.0118537	0.0004154	0.0620746	0.5091581	0.2607480	0.4489633	0.3752683	0.2599907	0.0000000	0.5979021	0.0000000	0.6854079	0.0126610	0.0366184	0.6676172	0.1827235	0.0864592	0.2857453	0.5346609	0.2790692	0.0005522	0.6102042	0.3755159	0.5120266	0.0630546	0.5869662	0.0074044	0.0008970	0.0000860	0.7203503	0.0000000	0.0000882	0.1419817	0.0005780	0.5968544	0.6592677	0.6090665	0.6949081	0.5038012	0.0069479	0.6715936	0.0000000	0.0000000	0.0144439	0.5820391	0.2863456	0.6765872	0.5508476	0.0001672	0.0262245	0.2881694	0.5072582	0.0201859	0.6303399	0.5990447	0.0003766	0.2613278	0.6347641	0.5737500	0.1503540	0.1201895	0.6083648	0.5079985	0.1855360	0.5517463	0.0000000	0.0142877	0.0782904	0.0616772	0.4459464	0.1620998	0.5727081	0.3014792	0.3348973	0.6378434	0.1348882	0.4760193	0.6768790	0.0075828	0.0600497	0.1029718	0.1299861	0.6789123	0.0420665	0.0224981	0.2619362	0.0113762	0.6265364
