YCR065W	YLR228C	YGR288W	YDR026C	YDR049W	YGL209W	YMR280C	YGL035C	YJL089W	YPL248C	YLR377C	YDR009W	YBR019C	YBR020W	YBR035C	YDR277C	YBR050C	YHR043C	YHR062C	YER023W	YFL054C	YLL043W	YDR516C	YDL151C	YMR202W	YDL149W	YNL117W	YER065C	YBR101C	YLR042C	YHR092C	YJR095W	YLR044C	YHR094C	YEL069C	YOL126C	YKR075C	YKR097W	YMR011W	YBR126C	YIL162W	YDR345C	YMR087W	YMR086CA	YLL066C	YDR317W	YDL245C	YEL070W	YAR009C	YLL065W	YDR040C	YER190W	YNL339C	YCR018CA	YCR019W	YJL155C	YNL107W	YBR022W	YDL110C	YNL012W	YOR144C	MAL61	YGR173W	YDR070C	YDR499W	YIL089W	YEL056W	YLR457C	YNL108C	YML067C	YJL199C	YDR088C	YNL013C	YBR021W	YDR038C	YLR161W	YLR080W	YNR081W	YPL043W	YDL025C	MEL1	YOR076C	YJR010CA	YDR356W	YDR491C	YLR128W	YDL031W	YCL044C	YGR102C	YHR109W	YOL014W	YGR172C	YEL057C	YLR127C	YEL061C	YGR287C	YDR083W	YLR459W	YOR119C	YHL010C
0.4381644	0.3875822	0.8061061	0.1226019	0.6487184	0.1518606	0.4950092	0.4759581	0.6392128	0.0004264	0.0089473	0.1680701	0.7030807	0.6367983	0.1459526	0.0017605	0.0359077	0.6518420	0.7485892	0.4885572	0.2769178	0.0020245	0.0104217	0.3335894	0.0483318	0.7568874	0.4134833	0.2430846	0.0624528	0.0003352	0.4178059	0.0222698	0.0065958	0.5636472	0.3205696	0.2473594	0.3305965	0.7474697	0.5671734	0.0000487	0.3319609	0.3719005	0.4777683	0.6217972	0.7797839	0.0890201	0.7817257	0.1574068	0.5239401	0.6116189	0.2020712	0.5437008	0.0250835	0.0258928	0.0907763	0.0164681	0.0603897	0.0936513	0.5383740	0.5568744	0.7285725	0.5402909	0.5496546	0.2869551	0.0026788	0.2894654	0.0161522	0.3806320	0.2095926	0.3273417	0.1222890	0.5949069	0.2604025	0.0002584	0.5105731	0.6425046	0.0001115	0.0096124	0.3121019	0.6809046	0.6276104	0.7215568	0.4325663	0.2481478	0.0000202	0.0041602	0.3623218	0.5445663	0.7513169	0.4142749	0.6177263	0.4117911	0.7011252	0.4150078	0.6407540	0.0032530	0.5932549	0.0004052	0.4101268	0.8013063
0.8697349	0.6886670	0.6303007	0.0114288	0.4803168	0.0099423	0.0005445	0.0039393	0.4825184	0.1809009	0.0168915	0.0844167	0.6223513	0.1623079	0.4401138	0.7144525	0.6768802	0.7206433	0.2809856	0.7056856	0.6806376	0.7065953	0.3794850	0.5983230	0.4359979	0.0001977	0.0000000	0.7064103	0.5148692	0.6666211	0.6797545	0.4208155	0.7516505	0.5389793	0.6303065	0.4259312	0.0013777	0.1154375	0.3130309	0.0147764	0.0092379	0.3981080	0.4766486	0.4560467	0.2983908	0.6662666	0.5920562	0.3487296	0.0000731	0.3033017	0.6736141	0.1394117	0.0587246	0.0381063	0.1509230	0.0219006	0.0001457	0.2347064	0.5865200	0.5367351	0.5914818	0.0000978	0.0182067	0.0045807	0.5140527	0.1246544	0.7184027	0.3245020	0.5477575	0.6645511	0.2026730	0.1573643	0.2700728	0.1883439	0.4340671	0.6304944	0.0560061	0.2634386	0.0030525	0.6552126	0.1983540	0.6015908	0.0001458	0.3210458	0.3985863	0.0037423	0.0639978	0.6263058	0.0000000	0.0867349	0.5802017	0.6956248	0.6161431	0.0703557	0.7577578	0.0043195	0.6079146	0.1351490	0.5597639	0.6689571
0.4163171	0.1050646	0.6953637	0.2947447	0.7270234	0.4279184	0.4802831	0.2141623	0.5488520	0.4016941	0.5660304	0.0752562	0.2338745	0.3837456	0.6452222	0.7049650	0.1601928	0.0000000	0.4355181	0.3850539	0.5311233	0.0052443	0.3356060	0.5828015	0.0415202	0.7524615	0.2514330	0.4993744	0.0000372	0.0709489	0.2681919	0.0024634	0.2123048	0.0617031	0.4548758	0.2096863	0.4383333	0.6836763	0.4423906	0.6717116	0.4840067	0.1669619	0.2586169	0.3007913	0.2305883	0.0014817	0.6785334	0.3378469	0.3740798	0.4556969	0.5309294	0.1971124	0.0509219	0.1622935	0.5380810	0.2383263	0.0015751	0.2781702	0.5815298	0.3743366	0.5828212	0.1722263	0.2367676	0.3691214	0.6185115	0.3593827	0.7949712	0.7002514	0.0151747	0.5714216	0.0693214	0.5449135	0.4157850	0.3524072	0.0682154	0.7620200	0.4057834	0.5108442	0.2415816	0.4648502	0.1520136	0.6347805	0.5898427	0.7000569	0.6764774	0.0243018	0.0857081	0.5161425	0.4713241	0.2206904	0.2237029	0.6609156	0.4845186	0.4101802	0.8056570	0.0545101	0.4487121	0.5698951	0.7232414	0.7270950
0.6211324	0.6684064	0.6389427	0.0205485	0.2542079	0.0091142	0.2154131	0.2298597	0.3580300	0.0091867	0.0033469	0.0837142	0.4228298	0.7131483	0.4313516	0.0004554	0.0075564	0.6237462	0.6101419	0.0642041	0.2555225	0.1499007	0.0000429	0.0002579	0.0810068	0.5584401	0.5770350	0.6377862	0.0480211	0.6782790	0.2661330	0.0215750	0.1166323	0.3507087	0.4367099	0.0349789	0.1054325	0.6121922	0.4209869	0.0732090	0.6787079	0.4925089	0.7041878	0.7359265	0.2029666	0.0000000	0.4915163	0.0150582	0.3080120	0.3629325	0.0032924	0.4441819	0.1217769	0.0465836	0.1997415	0.0868287	0.0007684	0.0000000	0.4534596	0.4323685	0.6969140	0.2601558	0.6343361	0.2086456	0.0000608	0.2371239	0.5578123	0.0000000	0.4174422	0.3530790	0.1034411	0.3930297	0.0000000	0.0001344	0.6977777	0.6516470	0.2705893	0.4979124	0.0894831	0.6677013	0.6427094	0.6585871	0.0014615	0.2885098	0.6672617	0.0252015	0.2153294	0.4890737	0.6866774	0.3208100	0.5996151	0.0008646	0.7151623	0.4768944	0.6270831	0.0000000	0.6491511	0.5645441	0.0023290	0.6498232
0.6227678	0.4995689	0.6817763	0.0195518	0.6257109	0.0353371	0.0374330	0.3047621	0.4523715	0.0125497	0.4104437	0.5837598	0.6783190	0.6541937	0.0037120	0.0354443	0.0034494	0.6350173	0.6847892	0.5312540	0.6616539	0.1598760	0.6038608	0.0003460	0.1267771	0.4085802	0.5272769	0.7110127	0.0006738	0.6552776	0.4076793	0.0859574	0.5256542	0.0902232	0.3276736	0.0126335	0.3177275	0.1070614	0.4019723	0.2308862	0.5222248	0.4230309	0.3013982	0.6517813	0.2858974	0.5048777	0.2771922	0.0387775	0.3058019	0.4253140	0.0056887	0.8636042	0.0000000	0.0216017	0.6969046	0.1189716	0.0016819	0.1521496	0.3306044	0.5345656	0.5988805	0.2132894	0.0004712	0.0250610	0.0012977	0.1604017	0.0005281	0.6340342	0.5548039	0.3623173	0.0000000	0.3508838	0.1116364	0.6395833	0.6227142	0.5962362	0.6732178	0.0347666	0.0549480	0.6354955	0.6980916	0.6603538	0.2212416	0.3115547	0.0000156	0.0277433	0.2409453	0.6117134	0.7771243	0.0200177	0.4318289	0.0039371	0.1771830	0.0000000	0.5743388	0.0043316	0.7269926	0.2775730	0.0481013	0.7193629
0.0000000	0.3296943	0.2677218	0.7752329	0.6869922	0.4854039	0.5591819	0.2489966	0.5119257	0.0100581	0.1093413	0.3262644	0.4105484	0.0243427	0.6086507	0.0000000	0.1502397	0.2625311	0.4336709	0.2234013	0.3681147	0.0016476	0.7358866	0.0005367	0.6257864	0.1372662	0.1712839	0.5735653	0.0003111	0.0428187	0.6396327	0.0124214	0.5096935	0.1010193	0.0603409	0.6050867	0.5462959	0.2638440	0.6727874	0.0003105	0.4312390	0.0000000	0.0824833	0.5762656	0.3591564	0.0003060	0.0488718	0.5717964	0.7461957	0.0001838	0.3727561	0.7280042	0.0000000	0.6305253	0.0029974	0.3314806	0.5385546	0.6578841	0.1395594	0.0000000	0.0000000	0.5937309	0.7598335	0.5173136	0.4336630	0.0000000	0.6358264	0.1764696	0.0000000	0.3153575	0.0000000	0.6585927	0.6698228	0.0049433	0.0000000	0.0000000	0.0006823	0.1773897	0.3250264	0.4336161	0.6709270	0.6433064	0.6382892	0.0000000	0.7841904	0.0254029	0.5450967	0.0000000	0.6580749	0.6387511	0.4308038	0.0002728	0.6719263	0.3863036	0.0000000	0.0000000	0.2064717	0.5179537	0.5588084	0.0000000
0.7856588	0.6367412	0.7489881	0.0091018	0.1411678	0.0352493	0.0013691	0.0018395	0.0046430	0.6039960	0.0002269	0.0117664	0.4758461	0.7026817	0.0037080	0.7194643	0.5764974	0.4941740	0.4383488	0.3927064	0.6926756	0.7946005	0.1780433	0.7078650	0.1589516	0.7044108	0.7085546	0.0213769	0.0136251	0.3465468	0.6873181	0.7224039	0.7161706	0.0020868	0.6532291	0.4008971	0.0000048	0.6205022	0.6351457	0.0194477	0.0025589	0.3235863	0.2496805	0.0502076	0.3332097	0.7300455	0.3504729	0.2431433	0.3502394	0.6075731	0.0499493	0.1971868	0.2403859	0.0640096	0.6891960	0.1012349	0.0959363	0.1244212	0.3445030	0.6619728	0.5977100	0.0079176	0.3852892	0.1963445	0.0000152	0.2531993	0.6306718	0.6637676	0.6462115	0.3859387	0.0657438	0.2360403	0.2653542	0.4298278	0.5377288	0.6728050	0.4118047	0.5525741	0.0084370	0.6457660	0.1006281	0.7211962	0.6246843	0.2747831	0.5510097	0.6188262	0.1443291	0.5580331	0.3413457	0.2286243	0.6330314	0.6495657	0.3929812	0.5153880	0.6508803	0.0521247	0.6641226	0.4559310	0.7000919	0.6823954
0.6835994	0.6381668	0.6186995	0.0738496	0.6677749	0.0502304	0.6809592	0.0117920	0.7357321	0.0004145	0.2753055	0.0988884	0.6749515	0.6924274	0.6852714	0.4392711	0.2427075	0.5420773	0.2545058	0.0454811	0.5294807	0.6523497	0.4265216	0.1303531	0.5124353	0.0004684	0.0760578	0.4786342	0.5022255	0.0000000	0.5846562	0.0223065	0.5561541	0.0000000	0.7639024	0.0726864	0.0000182	0.0589591	0.4735527	0.1934323	0.0755669	0.0000000	0.6271169	0.8366459	0.2228825	0.4643108	0.6556921	0.0023208	0.0004284	0.6852394	0.6600436	0.5543445	0.0326823	0.0300315	0.2924938	0.0177371	0.0012851	0.3092735	0.4828824	0.6081122	0.5891311	0.4326035	0.0000631	0.1636015	0.0017783	0.2872934	0.0000358	0.1747103	0.4697977	0.2728940	0.0612805	0.2917026	0.0964324	0.0384698	0.3573470	0.6025133	0.3040527	0.0011735	0.0132627	0.6229561	0.5189435	0.6645788	0.0005120	0.2010005	0.0000541	0.0218488	0.1055461	0.5411678	0.7190120	0.2166550	0.6255847	0.5535069	0.6175338	0.3465745	0.6001067	0.0000000	0.5979182	0.1950120	0.4124668	0.5668610
0.7332218	0.7458794	0.6998717	0.0780090	0.8023817	0.0617563	0.0048515	0.0015173	0.5832683	0.2966545	0.0000176	0.1915100	0.5888743	0.6946465	0.3082494	0.7628618	0.0137801	0.6943160	0.3101613	0.3359362	0.4381643	0.2019310	0.1625682	0.0946038	0.1518765	0.1216366	0.7188155	0.4692554	0.1793596	0.6601369	0.6417640	0.0912543	0.5163958	0.7138782	0.7140057	0.1283443	0.0000065	0.6511551	0.8718824	0.1536017	0.0030086	0.3715230	0.2583726	0.6305967	0.3405865	0.5154153	0.3261275	0.5848345	0.1773866	0.5478714	0.4704201	0.0994889	0.2595853	0.0130553	0.6156275	0.0525367	0.0011779	0.0945401	0.5055305	0.7357887	0.7467512	0.3165265	0.3579565	0.0000000	0.0437954	0.2522467	0.6116634	0.5403488	0.4507386	0.3984249	0.0424335	0.2533416	0.0000000	0.1998820	0.4645338	0.6834114	0.0379187	0.4098094	0.0146664	0.5598721	0.1786580	0.5996250	0.6078178	0.2985617	0.3287015	0.0000000	0.1368369	0.5444076	0.7508543	0.2301668	0.4840175	0.6563616	0.4312621	0.3305349	0.6620270	0.0010018	0.6048807	0.0009604	0.7076707	0.6569636
0.2590842	0.1744100	0.6212881	0.2534319	0.7264173	0.5075104	0.4292093	0.2369676	0.2299306	0.1921040	0.5738602	0.2269035	0.4252162	0.3979228	0.6694869	0.6530573	0.1984786	0.0000000	0.4728244	0.7087613	0.2929921	0.0013281	0.3653780	0.6790033	0.1375406	0.0024497	0.3088177	0.1122507	0.0008890	0.1980986	0.6278353	0.0155043	0.0738488	0.1565749	0.2278108	0.1302927	0.3973448	0.5503354	0.5442473	0.0000795	0.4483028	0.0311082	0.5775101	0.4117476	0.3919886	0.2046796	0.1672049	0.5531340	0.0167114	0.2747875	0.4569269	0.7026946	0.2927645	0.6239397	0.0769095	0.1281247	0.0755551	0.4298088	0.6971170	0.2938604	0.6285269	0.3322941	0.0134855	0.6183259	0.5599976	0.5069784	0.6712546	0.6737511	0.0133966	0.0140925	0.2539588	0.5358357	0.5609420	0.3087801	0.0628090	0.6445163	0.0131529	0.5340200	0.2723537	0.3055187	0.1072646	0.6066843	0.5154266	0.0000000	0.0853627	0.0572175	0.6441086	0.5619020	0.0000000	0.2733989	0.1615166	0.6776208	0.2990347	0.5257798	0.6293036	0.0000000	0.3755237	0.4517068	0.7387195	0.8007810
0.6192523	0.7564708	0.6813700	0.0628898	0.6080096	0.0109072	0.2963249	0.2339233	0.2340821	0.1217430	0.3214964	0.4974745	0.6548445	0.6168020	0.3042494	0.7575140	0.0776458	0.1088135	0.6189255	0.7713513	0.0025937	0.0246952	0.1164385	0.6318620	0.1024010	0.4244381	0.3460001	0.5780046	0.0057853	0.6811198	0.0458568	0.1953543	0.0878719	0.3292740	0.4625911	0.3671714	0.0013570	0.0047764	0.1207274	0.0103361	0.7515690	0.4169761	0.0230845	0.7432693	0.2815545	0.6161929	0.7205692	0.3838264	0.0002713	0.3582577	0.4741499	0.7550898	0.2161236	0.6760392	0.6355462	0.0850282	0.0589970	0.0000000	0.4597447	0.5585238	0.5366289	0.1913909	0.0087540	0.2231236	0.0122477	0.3129851	0.4303261	0.7470437	0.6437662	0.6324353	0.2770052	0.0000000	0.0861497	0.0897299	0.3440338	0.5784784	0.1129000	0.4852080	0.1224586	0.6237076	0.5257000	0.7051418	0.2657841	0.4093016	0.4675246	0.0000000	0.2698233	0.5945974	0.6713303	0.2971322	0.4875213	0.5633423	0.5397254	0.4945424	0.6530018	0.0000000	0.5818713	0.0001265	0.5657598	0.6255048
0.3597011	0.6871768	0.6927166	0.0675932	0.6060628	0.2275176	0.3596508	0.0524735	0.4441087	0.2545406	0.0932096	0.1582394	0.6535127	0.5249776	0.2571164	0.6734034	0.2515205	0.6970910	0.5796666	0.5226984	0.1815127	0.0170128	0.3770489	0.4914331	0.6776178	0.0968679	0.4772213	0.6621547	0.0427732	0.0000000	0.6557831	0.0099724	0.2713477	0.3181587	0.6365907	0.0568448	0.3778826	0.4029479	0.5163510	0.0289672	0.3012358	0.4458488	0.3933145	0.5404263	0.1956869	0.0000000	0.2710255	0.0484621	0.2811736	0.4337370	0.1589787	0.5779617	0.2267985	0.1879164	0.3481122	0.1000338	0.0000000	0.2816996	0.5747678	0.8570699	0.7235087	0.0496145	0.0207385	0.0000000	0.5754758	0.4303573	0.6884056	0.6893289	0.4738726	0.5862647	0.1096456	0.0000000	0.0486043	0.2720339	0.3239802	0.6484062	0.0499357	0.3722745	0.1164414	0.5849368	0.2401696	0.6876212	0.2887492	0.3255271	0.3299031	0.0016952	0.3622270	0.4088492	0.4631818	0.4151362	0.4182949	0.6440357	0.0000000	0.2634564	0.6363346	0.1192808	0.6948265	0.0000405	0.7176620	0.5616321
0.6843186	0.5684564	0.7418868	0.0827391	0.6425697	0.0000000	0.0000000	0.0000000	0.0806730	0.0092328	0.1853962	0.7502910	0.6303904	0.6540906	0.0293034	0.0166214	0.0000000	0.4520602	0.5467524	0.2324444	0.2619587	0.2077436	0.5874908	0.3203584	0.1174212	0.0000000	0.6037072	0.4461734	0.6402590	0.6741449	0.5844403	0.4822271	0.0000000	0.4979631	0.2172632	0.3806278	0.0000000	0.2482476	0.0000000	0.6639897	0.0608361	0.1224984	0.0129777	0.6594236	0.2128979	0.5764964	0.6764485	0.3593575	0.4857084	0.4140368	0.0000000	0.6618528	0.1096695	0.2946539	0.1151490	0.1467041	0.0000612	0.6673931	0.4419395	0.5422765	0.7759134	0.0000000	0.3031973	0.1888547	0.5775748	0.2345570	0.6002148	0.4659007	0.5253160	0.2775324	0.2426696	0.0000000	0.2725608	0.6960796	0.3548469	0.6301782	0.2707626	0.5858290	0.0000000	0.6164241	0.6399120	0.5705204	0.4433418	0.0814477	0.4294473	0.6476304	0.3057411	0.5697709	0.6729781	0.2550403	0.7206398	0.0004588	0.6317305	0.6221467	0.7466266	0.0551536	0.7335910	0.6724892	0.0114400	0.7187163
0.6881761	0.6577185	0.6289923	0.0762423	0.7812376	0.0320267	0.0109878	0.5406002	0.2885853	0.0000355	0.0010563	0.6974905	0.5884050	0.3323104	0.0377246	0.0003733	0.5487553	0.2763011	0.7337139	0.5982205	0.0155457	0.1805852	0.3392131	0.0935494	0.3444929	0.6599306	0.6733546	0.2395741	0.0001075	0.1117380	0.2186054	0.3077841	0.4577018	0.2981093	0.1271625	0.0002933	0.1273654	0.1124166	0.6507533	0.6160558	0.2905497	0.0129476	0.0486927	0.7480320	0.1986032	0.1011152	0.2596863	0.5564904	0.0381490	0.6236716	0.0018330	0.6039705	0.0316356	0.0446863	0.1200294	0.0971514	0.0587308	0.0000000	0.4601895	0.7301161	0.6759399	0.7109613	0.1402694	0.1830977	0.6766382	0.2692667	0.0002154	0.5548921	0.4027317	0.4287621	0.0000000	0.0746603	0.2911647	0.1930161	0.4927133	0.5741710	0.5487722	0.0015925	0.0261467	0.6325328	0.4524718	0.6427329	0.0058315	0.2339972	0.0004795	0.0407817	0.3066848	0.5091282	0.0026922	0.0891615	0.6718587	0.0001667	0.6604543	0.2197010	0.7103925	0.1072711	0.5871241	0.0001069	0.2971127	0.8446804
0.6342847	0.5995553	0.6153983	0.0505054	0.5644099	0.0232814	0.0052084	0.0019416	0.0053385	0.4559444	0.6820816	0.1392116	0.6187865	0.6934799	0.0340529	0.6616219	0.1699443	0.1973680	0.4536315	0.7168229	0.0217493	0.2557291	0.2301931	0.4966818	0.5480658	0.0001281	0.6201239	0.5330293	0.7950655	0.0000000	0.0000000	0.0944979	0.2096910	0.6356356	0.0336444	0.0004409	0.2392609	0.2352468	0.6827660	0.0710879	0.0006261	0.3135353	0.2861557	0.1014764	0.3893032	0.2673150	0.2984852	0.0015715	0.0001706	0.6480261	0.2886322	0.6263468	0.2731140	0.6353929	0.6365319	0.0118326	0.0011858	0.1681255	0.4344674	0.5230330	0.6148072	0.1298219	0.5197336	0.1503737	0.3376642	0.1353248	0.7111183	0.0118914	0.5055763	0.6050694	0.1817868	0.4144053	0.3067702	0.6189409	0.4758591	0.6218339	0.7194244	0.3936296	0.0074269	0.5634023	0.0000000	0.6867138	0.0001236	0.1536858	0.6439832	0.6179752	0.1683491	0.4892629	0.5883198	0.2854485	0.6461815	0.6201113	0.4168847	0.5576458	0.7787350	0.0140027	0.4432618	0.4138606	0.6625085	0.6125305
0.0000000	0.0000000	0.1182854	0.7810501	0.5157656	0.0000000	0.4085517	0.6857788	0.2983729	0.0622615	0.3108221	0.6665326	0.2542560	0.6292288	0.6340947	0.1828196	0.0000000	0.8193102	0.6618752	0.7305648	0.6406086	0.0000457	0.0606644	0.6837610	0.7073866	0.4731305	0.5337614	0.1609468	0.5959412	0.7993611	0.1375227	0.1186989	0.3939957	0.2809123	0.6205016	0.1123796	0.0000000	0.0096224	0.3767886	0.0000000	0.2330951	0.3590454	0.0662491	0.6208840	0.4734102	0.5988522	0.0000000	0.4844464	0.4842804	0.2541238	0.2006708	0.7395957	0.4836084	0.6591911	0.0085445	0.5252608	0.1944075	0.4141725	0.6834317	0.0000000	0.0795304	0.6547782	0.6245330	0.5919470	0.3592522	0.1865552	0.1339021	0.1649449	0.0000000	0.7541108	0.0000000	0.8361804	0.6275241	0.0189939	0.0108665	0.0000000	0.0002571	0.7338921	0.1135604	0.4959828	0.4911592	0.0000000	0.0762913	0.5504891	0.0169330	0.0524103	0.1525644	0.0000000	0.0000000	0.7401471	0.4435351	0.5851610	0.5713230	0.5612917	0.3374007	0.7659007	0.0000000	0.5274701	0.6337995	0.1301040
0.3715486	0.3880995	0.6300815	0.0879421	0.6827473	0.2033737	0.1569115	0.0472619	0.4100223	0.0070977	0.0058171	0.4215859	0.7806686	0.2493266	0.7038477	0.0026638	0.2373531	0.2006878	0.7433754	0.3292225	0.3709854	0.2040510	0.6734463	0.0004434	0.0727709	0.0003427	0.5213771	0.7095085	0.0305369	0.0521952	0.3900116	0.0507411	0.6281860	0.6438322	0.6623800	0.4527652	0.4281432	0.6008864	0.6502226	0.2781346	0.2989046	0.4459545	0.0979671	0.3642813	0.1551583	0.0047560	0.7246033	0.1031989	0.0023778	0.3407499	0.4002342	0.5986788	0.0816559	0.0441347	0.6687546	0.0396880	0.0404418	0.2531799	0.3203418	0.4904559	0.5651694	0.0160641	0.0006713	0.3563239	0.5087505	0.3713029	0.0009147	0.7603061	0.4701021	0.0380500	0.4133004	0.6007721	0.4415597	0.0004298	0.1762394	0.6975940	0.0000006	0.1998014	0.1340195	0.5143187	0.5421681	0.5783963	0.5299385	0.5371776	0.6157706	0.0000000	0.6455917	0.6452569	0.6920139	0.2412035	0.6088607	0.1796628	0.7108414	0.3596868	0.6850087	0.0358785	0.4642526	0.0001168	0.0102069	0.6802388
0.0000000	0.0421797	0.0000000	0.5457910	0.6613975	0.6254211	0.4604039	0.2999866	0.2480982	0.0026045	0.1346600	0.0002432	0.0000000	0.6517348	0.6089066	0.0000000	0.2979300	0.1304122	0.5717956	0.4660583	0.7696507	0.0011933	0.5682436	0.4220505	0.3861576	0.5260239	0.5746104	0.2925075	0.0002212	0.0000000	0.5559058	0.0100920	0.3171408	0.0426094	0.3522481	0.1523481	0.6636572	0.0196197	0.5175552	0.0008360	0.7120555	0.0970591	0.0256366	0.7329978	0.0026271	0.1628937	0.2988363	0.3415204	0.6609791	0.0925113	0.2614318	0.6146019	0.0917812	0.6780350	0.1909286	0.5526650	0.4986943	0.6304622	0.1885702	0.0000000	0.1620159	0.6979991	0.4640354	0.0000000	0.2330338	0.0803465	0.0829863	0.2531320	0.7062740	0.0000000	0.6764450	0.6261794	0.7565602	0.2283515	0.0000000	0.5982697	0.4265810	0.4595868	0.4520840	0.0000000	0.5215828	0.0000000	0.6366611	0.7052509	0.7292990	0.0484289	0.5674188	0.0000000	0.0000000	0.2379604	0.0282983	0.0000679	0.6160664	0.4201243	0.0000000	0.6594595	0.5706897	0.4796086	0.3596201	0.3183575
0.6691094	0.5663478	0.7154029	0.0306722	0.6754611	0.0530742	0.0008059	0.7201606	0.5276578	0.2963528	0.3993323	0.3495234	0.1914058	0.6417545	0.1188358	0.7376855	0.0017551	0.5110922	0.6417949	0.5623479	0.4300534	0.0021018	0.5406027	0.5712485	0.3009359	0.0055552	0.8088694	0.1694993	0.0533553	0.4120525	0.0000000	0.2687461	0.0161747	0.5934146	0.1739428	0.8025952	0.1108256	0.2626405	0.7109496	0.0003848	0.2442540	0.2490372	0.3600566	0.4820435	0.7959919	0.7297027	0.5926933	0.4420357	0.0005317	0.6682370	0.3848115	0.1857742	0.3627661	0.0156038	0.7115459	0.0327636	0.0012766	0.0157933	0.5470204	0.6829830	0.5541245	0.4089656	0.0391950	0.1718712	0.1947861	0.0965859	0.6384283	0.7413153	0.3927724	0.6763481	0.0140417	0.3071106	0.2537461	0.4705890	0.2914471	0.6593477	0.2941002	0.5306515	0.0052127	0.7671304	0.0013708	0.6403657	0.7428838	0.1308757	0.3303357	0.0176656	0.0000000	0.5066112	0.0123615	0.2472841	0.4470777	0.6419142	0.5273335	0.3029591	0.7390836	0.1120969	0.6209144	0.0000664	0.6333403	0.7587165
0.6227112	0.6213452	0.6516415	0.0557377	0.6109667	0.0431257	0.0025478	0.2895163	0.4276240	0.0001545	0.4105310	0.4122905	0.5925760	0.7661166	0.0369768	0.0004383	0.2247938	0.6355224	0.5835880	0.6566450	0.3443189	0.2788926	0.0026566	0.0002599	0.6729572	0.3623174	0.2566827	0.2863658	0.0036813	0.4651559	0.4263033	0.0466624	0.4481066	0.6638504	0.4802518	0.1248051	0.7115583	0.1252310	0.4826354	0.0014590	0.1348682	0.3358331	0.6445166	0.8406433	0.3433408	0.3809852	0.5653462	0.3350595	0.0013655	0.6780084	0.1124704	0.5976656	0.0729178	0.0288127	0.1821060	0.0141562	0.0000134	0.7199756	0.4620908	0.6203066	0.5767529	0.1953156	0.0780068	0.2183254	0.2548261	0.3286970	0.4300219	0.2908727	0.5214503	0.5309904	0.2755524	0.2025846	0.3019575	0.4139133	0.3567988	0.6951620	0.0002506	0.0622518	0.1598209	0.6918838	0.5919901	0.5797966	0.2786601	0.3561430	0.0000169	0.0002833	0.3161090	0.5140654	0.7120645	0.1957817	0.7039516	0.0011620	0.3308458	0.2005628	0.6429111	0.0631520	0.5791409	0.5958946	0.3244595	0.7510659
0.2324451	0.0565671	0.4762934	0.0735628	0.5807923	0.5551665	0.5793434	0.2296016	0.5867854	0.0563263	0.3540585	0.3073072	0.2194027	0.7073396	0.0803881	0.3896715	0.1643769	0.3193041	0.5432961	0.1052547	0.4332058	0.0032721	0.3212017	0.5848288	0.3636337	0.1081255	0.4067982	0.2133074	0.0000000	0.1216831	0.5218890	0.0000523	0.4039959	0.0487632	0.0000000	0.8202709	0.6807418	0.4925968	0.5890048	0.4460026	0.6048157	0.1980800	0.2038927	0.6118346	0.1255418	0.1433912	0.2665388	0.5678265	0.0079610	0.1819964	0.6189522	0.6104996	0.0220660	0.0469861	0.1981699	0.1872407	0.0644821	0.4966995	0.2683057	0.1198993	0.6066378	0.1772487	0.2227325	0.6644642	0.0020146	0.4113772	0.6484974	0.2994926	0.4746603	0.5315080	0.4910903	0.3177946	0.3323804	0.4057252	0.2648272	0.7042399	0.1140316	0.3041371	0.3163494	0.6227951	0.2428739	0.6182242	0.4883280	0.6133101	0.0267025	0.0004625	0.4644191	0.6436786	0.5346945	0.6250424	0.1374647	0.6229464	0.4392872	0.3492873	0.6681228	0.2595515	0.5838303	0.0002758	0.7642890	0.7429173
0.6943750	0.6299363	0.6112005	0.0482212	0.6114001	0.0056706	0.4026305	0.0086769	0.2542719	0.6638483	0.4962709	0.1137533	0.0460843	0.0000000	0.0011671	0.5966307	0.5435406	0.6090916	0.3625245	0.1878924	0.3352175	0.6977715	0.0599238	0.5240209	0.0528879	0.0478919	0.5242136	0.4804786	0.0000000	0.5173171	0.6595934	0.0549301	0.7166473	0.7508771	0.3919616	0.1597178	0.0003229	0.0333298	0.4507625	0.0910911	0.0060588	0.6843456	0.2643547	0.0941968	0.4923845	0.2322465	0.5672986	0.2923955	0.0000273	0.4956908	0.6867064	0.0365129	0.3810480	0.0000000	0.5489498	0.1361875	0.0597921	0.0229937	0.6029510	0.5286486	0.6681798	0.5260103	0.4813860	0.2363221	0.1286562	0.0415970	0.7714299	0.3057373	0.6261576	0.6067568	0.1020541	0.3314133	0.3542091	0.4861863	0.4005343	0.6781340	0.5484108	0.4788877	0.0092598	0.6466282	0.0827894	0.7106250	0.0168330	0.1714459	0.6327259	0.0077886	0.2097448	0.6329661	0.2214178	0.2202263	0.5937905	0.7608121	0.4115722	0.3897351	0.7004271	0.0629139	0.4392796	0.0001270	0.6437960	0.7483602
