YMR043W	YAL051W	YLR131C	YOR140W	YGR044C	YCR018C	YDR146C	YKL185W	YCR097W	YCL066W	YJL194W	YFR017C	YJL160C	YKL163W	YJL159W	YKL178C	YER078WA	YER079W	YOR138C	YER078C	YMR165C	YKR040C	YKR042W	YLR079W	YNL327W	YJL077WB	YDL179W	YNL328C	YGL201C	YMR262W	YML125C	STA3	YJL080C	YGR086C	YIL069C	YGL028C	YKL164C	YIL158W	YMR261C	YJL078C	STA2	STA1	YNL160W	YPL187W	YBR070C	YIL122W	YBR071W	YJL200C	YGL227W	YNL079C	YNL078W	YJL198W	YKR097W	YBR157C	YGL008C	YLR105C	YGL089C	YLR286C	YGR041W	YNL146CA	YNL289W	YGR189C	YDL127W	YJL196C	YLR438CA	YBR158W	YFL022C	YPL025C	YPL024W	YOR236W	YDR452W	YNL145W	YER188CA	YNL241C	YIL099W	YJR044C	YLR439W	YER190W	YLR066W	YNL335W	YIL009W	YJL207C	YKL079W	YER127W	YGL226CA	YER074WA	YNR062C	YPL262W	YPR113W	YGL140C	YDR112W	YDR389W	YNR063W	YDR397C	YGL139W	YNL097CA	YNL238W	YPL050C	YLR194C	YPL044C
0.0008465	0.1743162	0.6998980	0.0001047	0.6287702	0.0304259	0.6689618	0.0880389	0.2680691	0.1745928	0.0004930	0.2467774	0.7964931	0.6859976	0.5843901	0.2804675	0.1771821	0.6376813	0.1018076	0.2849540	0.4918829	0.2601311	0.3906216	0.2945693	0.4928807	0.0000000	0.0849893	0.3459876	0.4137634	0.1398898	0.6230249	0.6314221	0.6503905	0.1185820	0.4008153	0.5247958	0.0000000	0.0013370	0.0000000	0.6360438	0.4699812	0.4547982	0.0002183	0.3515635	0.1121263	0.3417908	0.6288680	0.5667134	0.3524795	0.1622942	0.2590642	0.7342970	0.0000000	0.5708413	0.0001913	0.5136525	0.4478982	0.2234471	0.2191805	0.3118451	0.5850653	0.0015504	0.6423131	0.0821217	0.6556670	0.4424647	0.0508857	0.4837362	0.1957755	0.0108799	0.2707368	0.7356455	0.2848149	0.1031195	0.3941370	0.1626014	0.1888117	0.2068308	0.6861904	0.4491564	0.3540934	0.1670972	0.7099064	0.0000000	0.5675600	0.0000000	0.6239544	0.2132666	0.0001090	0.1303219	0.3823281	0.7022420	0.0000000	0.7687330	0.4506683	0.4745680	0.1181350	0.7528613	0.2774490	0.2754855
0.0702693	0.1060174	0.6771378	0.0026759	0.3137035	0.1444833	0.5737092	0.3729048	0.7145716	0.7205513	0.0125744	0.2573504	0.7566898	0.5000609	0.6854391	0.5798860	0.1856345	0.3917159	0.0741889	0.4378467	0.0704553	0.5583175	0.1383711	0.0022194	0.4071931	0.6094707	0.0000000	0.4579372	0.5991235	0.1733228	0.2231534	0.5281752	0.6877766	0.1918198	0.1930415	0.2627101	0.1131388	0.3508084	0.4634829	0.6087744	0.7147317	0.5806049	0.0288696	0.4417899	0.0000000	0.2533918	0.3142113	0.6834210	0.2093460	0.1231319	0.5570267	0.6019366	0.7696909	0.3543223	0.1735610	0.4997192	0.4542837	0.2938926	0.4428264	0.3201385	0.5718820	0.1486980	0.7160827	0.0077593	0.7195869	0.4093957	0.0532460	0.0005428	0.0044338	0.0517263	0.5436032	0.2117855	0.3484523	0.6121385	0.1737953	0.5917472	0.3487820	0.3482191	0.6083626	0.2218303	0.6468449	0.0092005	0.5898904	0.0839542	0.8489804	0.8703614	0.2867211	0.3552157	0.1905263	0.1598999	0.4685081	0.6015098	0.4226462	0.4201970	0.3871784	0.4520375	0.3543157	0.4955764	0.4989204	0.6590874
0.0000000	0.5233611	0.2823541	0.0045759	0.5708502	0.0277808	0.4826733	0.3705113	0.6501969	0.6401980	0.3119941	0.2313122	0.8084603	0.5626747	0.5028949	0.3720092	0.0000000	0.6450233	0.0377877	0.6551756	0.3395878	0.6480764	0.0296397	0.0009527	0.0952853	0.6764524	0.1792422	0.6480166	0.3958751	0.5830357	0.4059243	0.5685201	0.7118778	0.2899293	0.5572526	0.0917376	0.0754071	0.0000000	0.3675083	0.2172704	0.5242948	0.0004935	0.0035923	0.1462803	0.2267253	0.3800258	0.3780172	0.5857897	0.6812480	0.0408763	0.1641599	0.4185408	0.7299959	0.7332943	0.0000000	0.5217643	0.0899802	0.6131775	0.6716709	0.5906211	0.0382743	0.1278760	0.6483709	0.3714338	0.6725016	0.0000000	0.1155905	0.5282647	0.1660491	0.0434040	0.6868345	0.5938098	0.3309570	0.1501430	0.0018397	0.2195495	0.3141165	0.2074041	0.6850858	0.6541264	0.2245040	0.1906371	0.6554091	0.4561235	0.5189066	0.6729475	0.0000000	0.0010141	0.1199589	0.1926418	0.2832143	0.1729196	0.1966260	0.5761430	0.5200949	0.1069865	0.4321708	0.3874446	0.3279866	0.1143382
0.5148286	0.0148243	0.1839213	0.4309024	0.4245511	0.0000000	0.1537670	0.0469479	0.7700808	0.4952477	0.5714428	0.3368697	0.6264757	0.1271882	0.5115770	0.1717416	0.5345548	0.3215845	0.3869450	0.4828329	0.5221886	0.7760431	0.0001019	0.7046404	0.1165207	0.7101845	0.1328215	0.6371606	0.2557823	0.5238231	0.0193619	0.0000000	0.4292931	0.6184560	0.0063462	0.6782313	0.4474524	0.3302737	0.5661887	0.1152967	0.5514892	0.7280383	0.2200165	0.5468705	0.0520856	0.4646784	0.3978718	0.4326767	0.6135512	0.1394577	0.2325243	0.2534146	0.6167459	0.0850625	0.1507246	0.4368617	0.5307873	0.0000000	0.6627474	0.4781604	0.0360803	0.6785516	0.3644248	0.5739517	0.7657034	0.1056120	0.1259991	0.1836971	0.6705474	0.2004384	0.3242925	0.6975133	0.1243394	0.5621851	0.6067724	0.3111497	0.5954442	0.6475679	0.6902131	0.6369075	0.3368937	0.4404273	0.7198257	0.6127787	0.2402062	0.3894798	0.1175594	0.5874732	0.1165172	0.2371947	0.1797487	0.4960594	0.2683651	0.2187380	0.4575679	0.1227044	0.4145955	0.3241254	0.1891254	0.6090152
0.0000000	0.4231299	0.8091550	0.0201508	0.6030693	0.0223755	0.8311746	0.0210448	0.6938892	0.5229730	0.0083587	0.2865210	0.6644423	0.2808638	0.6695561	0.0000000	0.0000000	0.6262429	0.0235228	0.6978139	0.5574166	0.0000257	0.0080907	0.6673369	0.1328952	0.5920899	0.4596234	0.3440135	0.8830975	0.5203159	0.0572531	0.0151961	0.7277495	0.4669987	0.6895998	0.5312604	0.2159082	0.0162395	0.6210088	0.6413719	0.8592068	0.0013495	0.0195351	0.6974827	0.0128488	0.7380444	0.3092055	0.6384140	0.1252733	0.0754736	0.6196660	0.2957165	0.4485645	0.5386005	0.0221448	0.6301251	0.2077767	0.0219257	0.1338491	0.3557353	0.6252845	0.0001700	0.7231736	0.7472051	0.5907905	0.5285314	0.2000603	0.0004997	0.2800641	0.0081656	0.0081003	0.2305093	0.2060057	0.5722956	0.1945627	0.1623588	0.2078971	0.5901165	0.8198776	0.1394503	0.4103534	0.1468930	0.0689614	0.1953485	0.4012102	0.8240625	0.7541761	0.0046968	0.0589130	0.1314436	0.6122469	0.4519501	0.3505430	0.5102461	0.6493827	0.7291973	0.4152426	0.4285102	0.2431193	0.7715472
0.0152855	0.7457043	0.0095630	0.5331020	0.2896525	0.1044036	0.7671224	0.0004901	0.1839559	0.5028354	0.0313864	0.2836732	0.6605921	0.4729550	0.3443314	0.4339855	0.2712014	0.2165245	0.3244034	0.3734791	0.8081045	0.5003801	0.2055140	0.6198381	0.0077310	0.6459477	0.0374600	0.6661140	0.4581894	0.1656990	0.5894120	0.4692533	0.6404303	0.0003361	0.7259127	0.0555123	0.0047588	0.6607660	0.0750232	0.6233097	0.3776217	0.4556639	0.0002767	0.2458523	0.0020117	0.6076982	0.3808532	0.1945779	0.0082948	0.0009749	0.3722574	0.7759974	0.6685184	0.4864806	0.7072658	0.6655013	0.0003952	0.6446419	0.7093374	0.7066341	0.0000634	0.0012079	0.3711648	0.0000742	0.6770847	0.0000000	0.4852450	0.2601027	0.6723216	0.0000000	0.0000089	0.2840071	0.0105770	0.2573908	0.4325422	0.0058745	0.3786288	0.6681543	0.6417349	0.2254136	0.2881783	0.0000000	0.6181054	0.7525100	0.4837947	0.7012647	0.1332841	0.0233730	0.0006782	0.0845368	0.4188888	0.5165683	0.3654302	0.5265977	0.5814593	0.6580222	0.3350469	0.5254725	0.3215178	0.0328185
0.0417339	0.0199498	0.1506172	0.6767332	0.0377362	0.3214036	0.3345714	0.0017348	0.6699738	0.5553590	0.1662283	0.1698920	0.3784132	0.1442236	0.4427550	0.0038421	0.1323586	0.6544606	0.0000000	0.3779244	0.0006406	0.7577299	0.0000447	0.0717163	0.0413732	0.5530055	0.3071880	0.7721034	0.7828571	0.1990125	0.0950349	0.5484162	0.5606587	0.1781482	0.0104910	0.6138886	0.1938827	0.6906597	0.2403056	0.6444517	0.7045164	0.6066727	0.0032132	0.3374817	0.0222845	0.6392370	0.6426028	0.1280913	0.0005054	0.0025151	0.4658693	0.5703262	0.6839435	0.2432541	0.0085751	0.0402416	0.0491613	0.6843735	0.5913540	0.4645658	0.5405662	0.0691166	0.5954726	0.4950207	0.6779540	0.0313539	0.2165224	0.4766586	0.5255991	0.6602131	0.0000000	0.2389902	0.5900544	0.4930839	0.4564311	0.2656041	0.0392393	0.2436115	0.0000053	0.6609567	0.3463038	0.3018038	0.6660906	0.5447071	0.6631894	0.0000000	0.2734262	0.7732190	0.7111161	0.3347381	0.2430666	0.5139955	0.2441764	0.1805962	0.6683335	0.0078974	0.0000000	0.4740220	0.1350440	0.7951815
0.0000007	0.7228435	0.0015182	0.7115937	0.0163437	0.8852548	0.4495884	0.0274922	0.6533776	0.6080572	0.7546419	0.1387640	0.4759260	0.3931049	0.0000333	0.5430021	0.7042465	0.0014022	0.4709319	0.7167574	0.0000132	0.6729284	0.5955065	0.5660633	0.0202903	0.0000000	0.7617062	0.2862650	0.5417191	0.6016763	0.3091600	0.2979566	0.1418384	0.2615200	0.6924719	0.0034487	0.1763900	0.4871158	0.4069722	0.6658101	0.8178193	0.1304720	0.0336462	0.1628998	0.0272697	0.3787024	0.2564411	0.3402236	0.6040557	0.0000001	0.6981006	0.0000000	0.6498460	0.7994374	0.2868079	0.0418066	0.3292922	0.1910551	0.6978881	0.2566457	0.4616542	0.6011065	0.0234147	0.4182361	0.5757432	0.1329115	0.5860773	0.1635376	0.5862604	0.8253803	0.0001675	0.6483287	0.0006349	0.5231793	0.5493832	0.0001480	0.7050888	0.7331932	0.6990836	0.3229992	0.2785216	0.2100276	0.1952511	0.7367775	0.3495524	0.7699557	0.7227130	0.0000000	0.7717290	0.2454647	0.6008529	0.3419935	0.0000000	0.2026037	0.4150419	0.6437887	0.2133178	0.3739499	0.1362224	0.5502282
0.0465066	0.3036312	0.4043946	0.3726494	0.2107260	0.6128071	0.2996196	0.6158936	0.5615389	0.4304664	0.3600752	0.0010660	0.7333886	0.6542076	0.6886255	0.3979680	0.5267008	0.1937556	0.1225022	0.4083328	0.3696842	0.7527782	0.0196231	0.4471608	0.2854422	0.5639898	0.0535497	0.3009267	0.4254095	0.0711590	0.5814392	0.5087257	0.6389780	0.2509031	0.6141209	0.0416947	0.0529460	0.5572288	0.4468516	0.3318543	0.5000088	0.2406347	0.0332969	0.1851475	0.2905382	0.0000000	0.6044818	0.1439012	0.4312102	0.1715353	0.5050262	0.2868340	0.6231134	0.1129354	0.5242116	0.6852131	0.4099037	0.6112650	0.2387767	0.1892899	0.6023586	0.3143061	0.6286503	0.0174527	0.6106649	0.2904433	0.6489046	0.5160220	0.1366700	0.4897918	0.6935483	0.5727511	0.6434456	0.2555020	0.0000430	0.2172022	0.6043970	0.5126708	0.2418989	0.4201366	0.1689968	0.4936102	0.5580299	0.3911617	0.3899410	0.3173844	0.0241477	0.0562440	0.0370299	0.4136791	0.6319292	0.6484202	0.6595375	0.0674365	0.6812773	0.1577145	0.2580575	0.6177416	0.0963134	0.7190481
0.0000106	0.5845215	0.0719186	0.5106750	0.0381913	0.7429313	0.0112167	0.4000708	0.7585615	0.5946372	0.4176502	0.0014978	0.1380041	0.2911905	0.2918700	0.0256966	0.4700076	0.5731729	0.4905874	0.7190111	0.0000001	0.3959374	0.3053312	0.1759474	0.4199337	0.6286807	0.5223299	0.6988204	0.3807012	0.8031503	0.2293823	0.4975297	0.0004450	0.2379348	0.4311497	0.1785865	0.6596341	0.1819091	0.7945707	0.0009280	0.4747910	0.0002947	0.1279202	0.0983813	0.5912907	0.3367163	0.6435349	0.5988783	0.0001788	0.0041800	0.0061382	0.6038084	0.7138540	0.1735185	0.5302675	0.1042326	0.4617563	0.7611164	0.6074937	0.1514508	0.0432832	0.0002958	0.0341054	0.4587366	0.5606688	0.5838685	0.2907467	0.4528485	0.2879970	0.6900926	0.5622825	0.0001356	0.0068089	0.2927599	0.0727353	0.3575699	0.0144258	0.6659413	0.7173901	0.7955056	0.6858406	0.5594354	0.5490205	0.6042518	0.7400733	0.1207081	0.5724877	0.0163151	0.0003229	0.6389976	0.0017858	0.6216672	0.3037827	0.1983909	0.0028089	0.5309725	0.7521926	0.3210730	0.7569970	0.5873000
0.0002644	0.7072900	0.0007746	0.1711218	0.2026131	0.6313651	0.0808352	0.5790079	0.7292694	0.4356232	0.6457283	0.0010070	0.0000000	0.4432497	0.6445807	0.7652093	0.2711794	0.0001745	0.1943406	0.4091686	0.0000011	0.1151347	0.2219859	0.5773214	0.2821739	0.2272226	0.6264459	0.5922451	0.3174815	0.0130140	0.0074522	0.6421501	0.0005026	0.3204207	0.6056373	0.7370371	0.6166548	0.7192641	0.5020854	0.2637477	0.7509449	0.0008869	0.2176469	0.6503735	0.3998192	0.1984506	0.2720706	0.3812132	0.0000041	0.2838826	0.6663242	0.6924722	0.6053475	0.3167376	0.5582569	0.3512396	0.4887416	0.6511762	0.5801474	0.0025798	0.7501245	0.0022654	0.0075971	0.0028929	0.0150949	0.6518410	0.0096595	0.6352529	0.0000000	0.6973487	0.6325877	0.0481297	0.0630154	0.0000037	0.0004272	0.2168947	0.0199807	0.1654270	0.1323627	0.1789626	0.0457206	0.5099185	0.4164496	0.5527069	0.1790876	0.1519032	0.5648246	0.0122544	0.0006497	0.6040252	0.0081257	0.6692220	0.1882112	0.0049944	0.4412212	0.0001675	0.5873427	0.2734378	0.6325869	0.0004629
0.0654109	0.2049897	0.0441636	0.4981295	0.4772406	0.3627911	0.2900365	0.0000752	0.6820410	0.4518708	0.5177663	0.0014780	0.0856987	0.2900298	0.5277543	0.0012056	0.7359231	0.2386927	0.0159181	0.1820535	0.0321996	0.0000485	0.0004140	0.3889574	0.0526172	0.7144301	0.5193112	0.0000000	0.4002543	0.6578466	0.3692186	0.0800986	0.2849033	0.5284622	0.4757915	0.0071697	0.5869268	0.1388429	0.0772363	0.0744463	0.5884317	0.0000967	0.0399218	0.1067111	0.0000000	0.1606419	0.2808020	0.2551774	0.5724164	0.0005771	0.5415667	0.5775815	0.1279836	0.4217540	0.3306854	0.7893244	0.0072837	0.6331479	0.5518654	0.4863419	0.4720624	0.1029045	0.4205131	0.1568162	0.5437381	0.1222040	0.6839886	0.1081222	0.4010691	0.0444510	0.0277470	0.1799460	0.0676555	0.1110654	0.5783005	0.2244588	0.4361688	0.0491124	0.7357856	0.2880000	0.1416659	0.5480861	0.3836608	0.6232463	0.5588914	0.3825050	0.3377035	0.1253779	0.0002632	0.2725469	0.0602022	0.6367098	0.6823000	0.3345613	0.1622010	0.0288746	0.4729571	0.3832265	0.1982009	0.6476555
0.7118484	0.0000000	0.4513981	0.3494775	0.5816326	0.3267645	0.0314939	0.7105317	0.3460722	0.4721041	0.1680414	0.0322826	0.7045670	0.5368133	0.5149674	0.5134800	0.0000000	0.5339400	0.3235574	0.6301555	0.5652492	0.0810130	0.4893430	0.8426225	0.3297979	0.5076006	0.0168670	0.4350827	0.8231171	0.0041764	0.3637494	0.5795553	0.5260342	0.5766695	0.2757700	0.0788142	0.4877442	0.5352775	0.7963715	0.5969405	0.6407481	0.1541676	0.1508354	0.6966316	0.3112204	0.6491930	0.2945489	0.0029592	0.0664137	0.2733513	0.7672397	0.2090118	0.0019967	0.0664543	0.6078753	0.4948247	0.6088948	0.6183422	0.0702195	0.7457432	0.5851637	0.1290830	0.4743129	0.7155952	0.4662682	0.6161442	0.0033438	0.5366049	0.0481477	0.5907065	0.5032409	0.6262472	0.4561023	0.6379770	0.1217691	0.5334228	0.6809344	0.4766402	0.7004016	0.6839467	0.6197237	0.6201763	0.4182472	0.1222376	0.6450682	0.1536378	0.1579929	0.7142775	0.8239598	0.3462376	0.1908975	0.0715609	0.0858453	0.6242454	0.0237511	0.3485451	0.5538329	0.0796538	0.3248761	0.6412424
0.0807610	0.6394649	0.0864908	0.2606414	0.4850554	0.1586532	0.3251240	0.5031837	0.6236017	0.3572887	0.0212455	0.0001003	0.2077639	0.5729675	0.6634054	0.0006599	0.5071450	0.0610467	0.0811888	0.4623549	0.3304238	0.6867594	0.6576359	0.2856755	0.0113489	0.6365578	0.0000000	0.6895160	0.6506267	0.1064369	0.4732777	0.5589487	0.2713357	0.2324778	0.8151484	0.0081603	0.4869233	0.2128316	0.5137183	0.5148774	0.6520575	0.0013222	0.0015032	0.7423287	0.2489674	0.5617767	0.3152381	0.1370778	0.0004454	0.3889300	0.0115201	0.5001772	0.1903237	0.1215838	0.0006358	0.4275423	0.3049974	0.8082545	0.0001936	0.2320332	0.0159053	0.0406058	0.5357498	0.0310329	0.5156916	0.0000000	0.5865566	0.5951334	0.3433784	0.0193003	0.4568878	0.2139313	0.0394637	0.4471399	0.0907751	0.2097933	0.0556670	0.5064009	0.7682952	0.7307854	0.6154991	0.0000000	0.2232452	0.6279782	0.3915662	0.6918129	0.2683176	0.0328487	0.0006892	0.3077123	0.1229572	0.3231484	0.7130287	0.1470284	0.2020524	0.6244462	0.0000000	0.4197774	0.3090428	0.6486476
0.0584380	0.4067268	0.0667514	0.6459659	0.4421412	0.2153828	0.2908611	0.3933515	0.5898842	0.4754020	0.7240872	0.0000000	0.1447552	0.4839849	0.2669705	0.0001435	0.7194015	0.0560292	0.3593482	0.1692891	0.1028855	0.1036817	0.5196359	0.6330290	0.0426790	0.5346225	0.8051558	0.6674322	0.6597282	0.2270996	0.3445318	0.5642468	0.0670703	0.5224678	0.4134427	0.6811265	0.5548460	0.1852949	0.1501594	0.4259364	0.6869793	0.0012109	0.0633171	0.3793874	0.1151246	0.5935973	0.3056920	0.2635114	0.0000572	0.6749047	0.0237820	0.6399816	0.6384901	0.3089183	0.3538200	0.4553656	0.3954989	0.5277026	0.7244029	0.2943519	0.6558371	0.3810958	0.8130784	0.2805856	0.7353534	0.0261694	0.2116895	0.1078358	0.1241395	0.1517439	0.6719694	0.2175379	0.1904140	0.2617108	0.0000703	0.7076162	0.5561803	0.0648484	0.6413454	0.6452859	0.7505023	0.5142779	0.4174367	0.7540202	0.2996382	0.6047499	0.4045362	0.0397948	0.4572785	0.3860986	0.3232228	0.6216535	0.6990047	0.1624659	0.4030005	0.0019700	0.5705277	0.4605548	0.4700706	0.6671527
0.0777700	0.6836830	0.0641467	0.2797534	0.3514772	0.5000510	0.1824536	0.0284458	0.5206223	0.5536717	0.1105741	0.0211326	0.5873050	0.0875058	0.2365997	0.0002363	0.4836299	0.7206345	0.5801074	0.2070332	0.0064185	0.2864219	0.0114606	0.6078523	0.1059748	0.6147461	0.0000000	0.4521069	0.5108403	0.0301316	0.1535907	0.4413922	0.4481573	0.0781876	0.4317862	0.6707774	0.6287118	0.0064193	0.6533941	0.6942690	0.7147726	0.0005877	0.0674355	0.1478058	0.1404650	0.5505372	0.1066596	0.3332259	0.2453080	0.3033725	0.6778835	0.3720900	0.7265150	0.0426318	0.0549583	0.4423905	0.0662912	0.1105566	0.3419071	0.1387547	0.0314224	0.0002706	0.2411288	0.7040325	0.6784262	0.2436772	0.1437855	0.4555248	0.5645352	0.1112966	0.0019754	0.2299422	0.3376175	0.3810604	0.0000000	0.6117967	0.2950543	0.3091579	0.6205927	0.6948416	0.0583792	0.7960498	0.3756116	0.5264769	0.1412157	0.5120658	0.1154194	0.0014749	0.0721858	0.6820471	0.0323454	0.2339273	0.0944976	0.0284555	0.0515894	0.6854324	0.1142096	0.3580787	0.5674319	0.6577394
0.0614889	0.6217248	0.7363082	0.3835027	0.2213682	0.5726988	0.0871469	0.1230014	0.7113108	0.4666635	0.0158367	0.0004581	0.4479803	0.6232556	0.2329776	0.0037043	0.7329914	0.3795430	0.0740592	0.3543885	0.0038195	0.3824954	0.0036661	0.0001225	0.0000000	0.3742044	0.0065072	0.6713001	0.3754257	0.1886706	0.0216942	0.5502187	0.6215365	0.0493103	0.5131518	0.0412796	0.1644916	0.4516488	0.5975855	0.3441302	0.6602177	0.0001697	0.0485403	0.6073621	0.1423245	0.5750677	0.3193008	0.1080065	0.3577369	0.3111533	0.1710451	0.6278427	0.2554754	0.4938124	0.0016915	0.4336272	0.0448443	0.6062703	0.5091589	0.4873082	0.6201132	0.0873160	0.4980549	0.1103983	0.6434557	0.5591022	0.2240678	0.1729240	0.1843782	0.2734492	0.4295947	0.0826046	0.4948702	0.6130442	0.2317181	0.3777453	0.3994941	0.0030815	0.5245174	0.0107297	0.1314563	0.7076630	0.8284370	0.0000000	0.2316469	0.6789627	0.0000000	0.0232180	0.4524330	0.5661677	0.0260014	0.5810999	0.5717962	0.0355928	0.0557355	0.3332889	0.5733106	0.1699324	0.5573901	0.6796717
0.0000000	0.3166114	0.0000000	0.5388388	0.0000000	0.4984040	0.6661485	0.0058288	0.9016856	0.6758323	0.7096800	0.0354445	0.1411466	0.5567428	0.0000000	0.3278770	0.6292676	0.3379807	0.4828615	0.5107788	0.5866138	0.7460652	0.1051792	0.6808399	0.0130773	0.7286352	0.7882428	0.2992171	0.3548595	0.1444844	0.1891241	0.2794616	0.3432524	0.2362862	0.7235345	0.1710829	0.0570460	0.5661688	0.3028098	0.3884568	0.7675881	0.7344182	0.0012392	0.2098310	0.0000000	0.7324672	0.5535808	0.3175938	0.0000000	0.0000000	0.5079917	0.3174562	0.3607828	0.6683854	0.3883733	0.1904217	0.5436759	0.6728449	0.6764059	0.2568103	0.6005162	0.0093535	0.5708424	0.2914143	0.5902449	0.0164186	0.4289902	0.3478127	0.7506508	0.6418385	0.1342736	0.6330396	0.0000000	0.4909441	0.7854448	0.0000000	0.0000000	0.6206377	0.0000000	0.4166279	0.7099432	0.2035205	0.2204621	0.7116119	0.5494463	0.7537048	0.1219511	0.0460467	0.0000000	0.1242416	0.5009144	0.4540150	0.6741231	0.7977176	0.5871310	0.2805337	0.3132171	0.4789583	0.1114610	0.3492207
0.0000265	0.7340981	0.0010326	0.4275705	0.0000000	0.7456388	0.0000000	0.7479278	0.1180707	0.6594203	0.6453116	0.0001503	0.6264259	0.4609581	0.2351209	0.3395373	0.6743896	0.5962516	0.6381369	0.1430280	0.0000000	0.4512938	0.5560657	0.1238483	0.5485285	0.7384469	0.0000000	0.7809273	0.4002195	0.0000000	0.2346793	0.3984871	0.5245677	0.6269527	0.5435553	0.0000000	0.7315127	0.0011433	0.4111339	0.0029227	0.4813882	0.7564528	0.5082520	0.5139397	0.7107247	0.1611255	0.2268758	0.0736206	0.0005815	0.6372157	0.3827736	0.6331865	0.7148882	0.5095048	0.0009943	0.0000000	0.3252168	0.5075510	0.6951565	0.0025894	0.4117804	0.1976803	0.7250932	0.0015039	0.7477760	0.6453048	0.7012989	0.2627264	0.0496606	0.8079879	0.6709951	0.0002485	0.1888074	0.0000582	0.0645129	0.0000001	0.1262261	0.7008378	0.7882232	0.6335389	0.5296902	0.8422403	0.0890799	0.4572858	0.4368846	0.7714701	0.2395526	0.0044407	0.0000861	0.6861755	0.0000000	0.0000000	0.1768877	0.4982650	0.0000000	0.0252216	0.0407361	0.6874127	0.2585109	0.0008357
0.1009050	0.6845010	0.1588874	0.0000000	0.4487639	0.5244294	0.1909413	0.4951392	0.6875085	0.4263413	0.0707329	0.0024009	0.4145921	0.4905153	0.6374700	0.7551074	0.6557543	0.0223831	0.4408314	0.1088677	0.0022967	0.6451611	0.0992538	0.3720029	0.0199793	0.4666469	0.1081167	0.4761843	0.3983412	0.2691405	0.0431919	0.2184933	0.5272050	0.2710954	0.4330944	0.0053595	0.2337345	0.0151636	0.6806184	0.0264147	0.5415278	0.1860180	0.0399628	0.2352027	0.3121211	0.2126265	0.5453177	0.1228832	0.3595443	0.0315154	0.3095783	0.5056177	0.4864393	0.1214186	0.7436039	0.4302930	0.4882569	0.5223346	0.5247275	0.2416585	0.0479013	0.2717463	0.5094713	0.0008832	0.4941231	0.5057457	0.3265097	0.0561386	0.0512768	0.4855958	0.7104562	0.7506493	0.3836300	0.1457982	0.0796517	0.3828201	0.3130830	0.4839192	0.5786104	0.5039114	0.2624633	0.7257563	0.0000000	0.0000000	0.1247358	0.6941267	0.1989653	0.0197383	0.4186040	0.6214938	0.5349267	0.5979412	0.7290595	0.0301585	0.0693636	0.0215973	0.5290110	0.2259239	0.6254817	0.4747992
0.0001361	0.4420611	0.0003589	0.0000000	0.1569047	0.2573932	0.0000000	0.0001108	0.5732968	0.6379052	0.3443840	0.0345809	0.5960010	0.7352244	0.0000429	0.6605853	0.7079946	0.2201442	0.5998978	0.0000890	0.0379114	0.3855384	0.0024026	0.0000000	0.4194325	0.6305018	0.6754155	0.0000000	0.4280828	0.7665377	0.8072052	0.5638456	0.1148268	0.0000087	0.4680680	0.6767182	0.6642652	0.0000104	0.6413951	0.5158182	0.6172832	0.0243191	0.7574713	0.0763454	0.7390694	0.4477011	0.0019999	0.5802566	0.0024886	0.4953380	0.0001552	0.8224276	0.7897668	0.0000001	0.0233380	0.4155869	0.4914590	0.8459706	0.5878655	0.5809076	0.6026452	0.4768829	0.2149764	0.7176654	0.0246601	0.6445700	0.0000000	0.4558497	0.6168224	0.5887432	0.1035476	0.0000010	0.2369775	0.4410960	0.7930408	0.0007363	0.0006657	0.7709199	0.2458042	0.7261198	0.0000000	0.0665868	0.6494114	0.0000000	0.4260963	0.7350803	0.7164300	0.0733912	0.0000000	0.7037870	0.1835825	0.6608253	0.5728937	0.1775266	0.0000000	0.0000111	0.3928300	0.1698011	0.0000000	0.6463391
0.0840684	0.5986174	0.5896447	0.0007120	0.7542565	0.0251759	0.4091174	0.0306873	0.7823450	0.4412386	0.0005780	0.3636542	0.7384249	0.5721420	0.6331804	0.0070201	0.3043984	0.5401252	0.1399842	0.3917543	0.1123405	0.4589281	0.0048857	0.0003152	0.2741643	0.5977767	0.0338558	0.5154148	0.3123204	0.3238069	0.0286641	0.4853279	0.6567321	0.0008440	0.7135740	0.4875683	0.2554282	0.4377242	0.5492043	0.6755715	0.8177629	0.4541983	0.0473065	0.2217498	0.0606554	0.7428756	0.2503589	0.1537480	0.2275256	0.2069603	0.5194216	0.6607956	0.6522510	0.4034102	0.0015351	0.5497496	0.4338977	0.0000000	0.4947682	0.3509936	0.2193822	0.4055199	0.6129697	0.3432405	0.7019442	0.4002621	0.4585491	0.4567301	0.2307467	0.0306702	0.2840655	0.2111524	0.4660284	0.3990487	0.0000000	0.2075839	0.2956863	0.4732604	0.7431464	0.3816919	0.2777357	0.1118241	0.1564757	0.1641666	0.4348950	0.1549195	0.2805312	0.0304373	0.1225329	0.2522053	0.2577118	0.5974346	0.6686032	0.3369577	0.2549578	0.5149597	0.4674524	0.4121056	0.1346167	0.7425193
